Region,Hour of year,Airspace 'business',Cumulative contrail warming
Latin America,65.5631,59.4874,64.3857
Latin America,66.6744,59.2586,65.1764
Latin America,67.7856,58.953,66.1099
Latin America,68.8969,58.6406,67.1448
Latin America,70.0081,58.3708,67.9582
Latin America,71.1193,58.0445,69.1727
Latin America,72.2306,57.7287,70.2141
Latin America,73.3418,57.4194,71.2711
Latin America,74.4531,57.0934,72.4807
Latin America,75.5643,56.7452,73.4789
Latin America,76.6755,56.3811,74.547
Latin America,77.7868,56.0777,75.7711
Latin America,78.898,55.6528,76.9064
Latin America,80.0093,55.3243,78.0465
Latin America,81.1205,55.0286,79.165
Latin America,82.2317,54.7067,80.2227
Latin America,83.343,54.3858,81.4585
Latin America,84.4542,53.9542,82.4905
Latin America,85.5655,53.6104,83.6766
Latin America,86.6767,53.217,84.9271
Latin America,87.7879,52.7337,86.3715
Latin America,88.8992,52.3487,87.7038
Latin America,90.0104,51.8716,88.7004
Latin America,91.1217,51.3787,89.8888
Latin America,92.2329,50.8289,91.2119
Latin America,93.3441,50.276,92.3732
Latin America,94.4554,49.6015,93.7152
Latin America,95.5666,48.7511,95.2184
Latin America,96.6779,47.8442,96.518
Latin America,97.7891,46.5726,97.7518
Latin America,98.9003,44.5596,98.9795
Africa & Middle East,0.0,100.0,0.0
Africa & Middle East,1.096,70.6213,0.0
Africa & Middle East,2.192,8.9689,0.3454
Africa & Middle East,3.288,8.7008,0.7218
Africa & Middle East,4.3841,8.5195,1.1559
Africa & Middle East,5.4801,8.3781,1.5807
Africa & Middle East,6.5761,8.2517,2.2654
Africa & Middle East,7.6721,8.1553,2.9346
Africa & Middle East,8.7681,8.0481,3.5834
Africa & Middle East,9.8641,7.9781,4.3141
Africa & Middle East,10.9602,7.8973,5.3728
Africa & Middle East,12.0562,7.814,6.0821
Africa & Middle East,13.1522,7.7456,7.3096
Africa & Middle East,14.2482,7.6773,8.2225
Africa & Middle East,15.3442,7.6281,9.3079
Africa & Middle East,16.4402,7.5709,10.1147
Africa & Middle East,17.5362,7.5184,10.9824
Africa & Middle East,18.6323,7.4571,11.736
Africa & Middle East,19.7283,7.4103,12.5465
Africa & Middle East,20.8243,7.3561,13.6572
Africa & Middle East,21.9203,7.2998,14.4573
Africa & Middle East,23.0163,7.2506,15.5647
Africa & Middle East,24.1123,7.2013,16.5133
Africa & Middle East,25.2084,7.1474,17.9401
Africa & Middle East,26.3044,7.1021,18.6248
Africa & Middle East,27.4004,7.0528,19.9107
Africa & Middle East,28.4964,7.0016,21.0287
Africa & Middle East,29.5924,6.9554,22.1778
Africa & Middle East,30.6884,6.9121,23.3265
Africa & Middle East,31.7845,6.864,24.1808
Africa & Middle East,32.8805,6.8197,25.5208
Africa & Middle East,33.9765,6.7783,26.6538
Africa & Middle East,35.0725,6.7346,27.4757
Africa & Middle East,36.1685,6.6824,28.3901
Africa & Middle East,37.2645,6.6368,29.3527
Africa & Middle East,38.3605,6.5969,30.8129
Africa & Middle East,39.4566,6.5501,32.0859
Africa & Middle East,40.5526,6.5078,33.409
Africa & Middle East,41.6486,6.4626,34.988
Africa & Middle East,42.7446,6.4211,36.1016
Africa & Middle East,43.8406,6.374,37.5965
Africa & Middle East,44.9366,6.3268,38.9559
Africa & Middle East,46.0327,6.2795,40.0219
Africa & Middle East,47.1287,6.2308,41.298
Africa & Middle East,48.2247,6.1795,42.653
Africa & Middle East,49.3207,6.132,43.728
Africa & Middle East,50.4167,6.0891,45.2043
Africa & Middle East,51.5127,6.0455,46.496
Africa & Middle East,52.6087,5.9987,47.7175
Africa & Middle East,53.7048,5.957,48.8534
Africa & Middle East,54.8008,5.9031,49.8029
Africa & Middle East,55.8968,5.8547,50.9396
Africa & Middle East,56.9928,5.8115,52.1957
Africa & Middle East,58.0888,5.7678,53.2944
Africa & Middle East,59.1848,5.7226,54.3181
Africa & Middle East,60.2809,5.6837,55.4912
Africa & Middle East,61.3769,5.6307,56.8249
Africa & Middle East,62.4729,5.5852,58.0062
Africa & Middle East,63.5689,5.5371,59.2357
Africa & Middle East,64.6649,5.491,60.39
Africa & Middle East,65.7609,5.4496,62.0364
Africa & Middle East,66.8569,5.4086,63.289
Africa & Middle East,67.953,5.3623,64.9344
Africa & Middle East,69.049,5.3157,66.3643
Africa & Middle East,70.145,5.2666,68.4266
Africa & Middle East,71.241,5.2123,70.0102
Africa & Middle East,72.337,5.1569,71.8183
Africa & Middle East,73.433,5.0908,73.7313
Africa & Middle East,74.5291,5.026,75.6463
Africa & Middle East,75.6251,4.961,77.2158
Africa & Middle East,76.7211,4.8865,79.1049
Africa & Middle East,77.8171,4.8193,80.8867
Africa & Middle East,78.9131,4.7496,82.4518
Africa & Middle East,80.0091,4.6882,84.1274
Africa & Middle East,81.1051,4.6325,85.369
Africa & Middle East,82.2012,4.5668,86.813
Africa & Middle East,83.2972,4.5061,88.2996
Africa & Middle East,84.3932,4.4493,89.2138
Africa & Middle East,85.4892,4.3858,90.5785
Africa & Middle East,86.5852,4.3269,91.9693
Africa & Middle East,87.6812,4.2551,93.0397
Africa & Middle East,88.7773,4.179,94.2435
Africa & Middle East,89.8733,4.0957,95.5819
Africa & Middle East,90.9693,3.9894,96.902
Africa & Middle East,92.0653,3.8539,97.7305
Africa & Middle East,93.1613,3.745,98.195
Africa & Middle East,94.2573,3.6578,98.6203
Africa & Middle East,95.3534,3.5642,98.9476
Africa & Middle East,96.4494,3.4849,99.1025
Africa & Middle East,97.5454,3.3716,99.3374
Africa & Middle East,98.6414,3.2473,99.6551
Africa & Middle East,99.7374,3.0439,99.8181
China,0.0,100.0,0.0017
China,1.1112,86.001,-0.7934
China,2.2225,84.4011,-1.1773
China,3.3337,82.862,-1.3163
China,4.445,81.4629,-0.9157
China,5.5562,80.0778,0.2149
China,6.6674,79.2506,2.5232
China,7.7787,78.3704,4.3371
China,8.8899,77.583,6.7249
China,10.0012,76.9714,8.4412
China,11.1124,76.3796,10.2324
China,12.2236,75.6361,11.4566
China,13.3349,75.0392,12.6054
China,14.4461,74.3571,13.9639
China,15.5574,73.6781,15.3888
China,16.6686,73.0699,15.4191
China,17.7798,72.4109,16.8267
China,18.8911,71.8071,17.7787
China,20.0023,71.2611,19.1079
China,21.1136,70.7482,20.0095
China,22.2248,70.3184,21.4029
China,23.336,69.9315,22.3008
China,24.4473,69.4411,23.2886
China,25.5585,68.9564,24.463
China,26.6698,68.4683,25.3233
China,27.781,68.0434,26.6654
China,28.8922,67.5557,27.6146
China,30.0035,67.0168,29.0555
China,31.1147,66.5842,29.9663
China,32.226,66.1722,30.8016
China,33.3372,65.7236,31.8446
China,34.4484,65.2826,33.0098
China,35.5597,64.6842,34.2204
China,36.6709,64.2146,35.2005
China,37.7822,63.6806,36.0124
China,38.8934,63.156,37.4258
China,40.0046,62.5603,38.8866
China,41.1159,62.0088,40.1297
China,42.2271,61.4083,41.451
China,43.3383,60.7687,42.6149
China,44.4496,60.1674,43.6771
China,45.5608,59.5027,44.773
China,46.6721,58.8653,45.5531
China,47.7833,58.2482,46.1656
China,48.8945,57.3976,47.1327
China,50.0058,56.5769,48.2337
China,51.117,55.9089,48.887
China,52.2283,55.1529,50.2322
China,53.3395,54.4422,51.2181
China,54.4507,53.5896,52.254
China,55.562,52.8548,53.4143
China,56.6732,52.046,54.3261
China,57.7845,51.1721,55.3008
China,58.8957,50.3414,56.325
China,60.0069,49.4079,57.3168
China,61.1182,48.414,58.2886
China,62.2294,47.3761,59.4346
China,63.3407,46.2599,60.4721
China,64.4519,44.8343,61.3429
China,65.5631,43.4524,62.2497
China,66.6744,42.2962,63.6663
China,67.7856,41.2261,64.8065
China,68.8969,40.5238,66.0749
China,70.0081,39.9222,67.2732
China,71.1193,39.1649,68.2227
China,72.2306,38.5748,69.4621
China,73.3418,38.0876,70.6878
China,74.4531,37.5314,71.9316
China,75.5643,37.0553,73.5765
China,76.6755,36.5323,75.0998
China,77.7868,36.03,76.6027
China,78.898,35.5361,78.1728
China,80.0093,35.1466,79.8547
China,81.1205,34.7697,81.5519
China,82.2317,34.244,83.2702
China,83.343,33.7712,84.8812
China,84.4542,33.3062,86.3016
China,85.5655,32.8452,87.924
China,86.6767,32.3309,89.3323
China,87.7879,31.7653,90.9032
China,88.8992,31.2199,92.4658
China,90.0104,30.7222,93.497
China,91.1217,30.2133,94.7684
China,92.2329,29.6731,95.6648
China,93.3441,29.0865,96.5361
China,94.4554,28.6211,97.384
China,95.5666,27.9933,98.2129
China,96.6779,27.3857,98.9114
China,97.7891,26.6311,99.6675
China,98.9003,25.3096,99.825
India,0.0,100.0,0.1178
India,1.1112,79.327,2.7052
India,2.2225,76.92,4.9533
India,3.3337,75.4845,6.4118
India,4.445,74.2726,8.0102
India,5.5562,73.3665,9.3182
India,6.6674,72.7237,10.3584
India,7.7787,72.1769,11.7573
India,8.8899,71.6389,12.9558
India,10.0012,71.2164,13.9358
India,11.1124,70.7935,14.7382
India,12.2236,70.3387,15.8692
India,13.3349,69.8502,16.9233
India,14.4461,69.495,17.4801
India,15.5574,69.1861,18.5634
India,16.6686,68.9075,19.9483
India,17.7798,68.5722,20.8686
India,18.8911,68.2437,21.8926
India,20.0023,67.9235,22.9078
India,21.1136,67.6301,23.8437
India,22.2248,67.2848,25.0161
India,23.336,67.0254,26.2913
India,24.4473,66.7453,27.3576
India,25.5585,66.4865,28.8716
India,26.6698,66.2418,30.4005
India,27.781,65.9482,31.5151
India,28.8922,65.6881,32.2424
India,30.0035,65.4362,33.3726
India,31.1147,65.1973,34.677
India,32.226,64.9335,35.7765
India,33.3372,64.6714,36.8944
India,34.4484,64.4834,37.9581
India,35.5597,64.2261,39.0151
India,36.6709,64.0054,39.78
India,37.7822,63.7845,40.8477
India,38.8934,63.5405,41.9083
India,40.0046,63.2937,42.8918
India,41.1159,63.0092,44.0726
India,42.2271,62.7933,45.0892
India,43.3383,62.5782,46.4394
India,44.4496,62.3566,47.5964
India,45.5608,62.155,48.4799
India,46.6721,61.9318,49.4159
India,47.7833,61.7212,50.5272
India,48.8945,61.4694,51.5583
India,50.0058,61.1961,52.737
India,51.117,60.9503,53.6667
India,52.2283,60.7117,55.2807
India,53.3395,60.4562,56.589
India,54.4507,60.2337,57.8215
India,55.562,59.9926,59.087
India,56.6732,59.6784,60.1047
India,57.7845,59.4531,61.2192
India,58.8957,59.2127,62.5462
India,60.0069,58.9962,63.7833
India,61.1182,58.7315,64.7214
India,62.2294,58.4645,66.1021
India,63.3407,58.1919,67.0666
India,64.4519,57.9166,68.1168
India,65.5631,57.6272,69.0461
India,66.6744,57.3947,69.8436
India,67.7856,57.1281,70.9091
India,68.8969,56.8453,72.2557
India,70.0081,56.6212,73.2838
India,71.1193,56.3373,74.1853
India,72.2306,56.0823,75.2504
India,73.3418,55.8355,76.2231
India,74.4531,55.5782,77.1949
India,75.5643,55.2944,78.4446
India,76.6755,54.982,79.4444
India,77.7868,54.6778,80.7895
India,78.898,54.2791,81.8495
India,80.0093,53.9348,83.1297
India,81.1205,53.5025,83.9308
India,82.2317,53.1243,85.2196
India,83.343,52.6408,86.4216
India,84.4542,52.1911,87.7947
India,85.5655,51.6546,88.926
India,86.6767,51.1543,90.061
India,87.7879,50.6372,91.2694
India,88.8992,49.9476,92.2886
India,90.0104,49.215,93.6061
India,91.1217,48.3935,94.6512
India,92.2329,47.6115,95.4607
India,93.3441,46.574,96.1702
India,94.4554,45.1994,96.8057
India,95.5666,43.9597,97.2677
India,96.6779,42.5852,97.8597
India,97.7891,40.5841,98.5102
India,98.9003,37.9888,99.2008
North Pacific,0.0,100.0,0.0139
North Pacific,1.1112,88.3217,0.563
North Pacific,2.2225,85.3082,1.1574
North Pacific,3.3337,83.2097,1.7369
North Pacific,4.445,81.6974,2.3539
North Pacific,5.5562,80.2914,3.1143
North Pacific,6.6674,79.0473,4.0809
North Pacific,7.7787,78.0238,5.03
North Pacific,8.8899,76.9932,6.0828
North Pacific,10.0012,76.0869,6.8725
North Pacific,11.1124,75.1233,8.081
North Pacific,12.2236,74.3656,9.0065
North Pacific,13.3349,73.5023,9.9691
North Pacific,14.4461,72.6484,10.9588
North Pacific,15.5574,71.7911,12.0652
North Pacific,16.6686,71.0047,13.3813
North Pacific,17.7798,70.2075,14.52
North Pacific,18.8911,69.3878,15.7677
North Pacific,20.0023,68.6905,16.9435
North Pacific,21.1136,68.009,18.294
North Pacific,22.2248,67.2741,19.6892
North Pacific,23.336,66.6818,20.8914
North Pacific,24.4473,66.0167,22.1844
North Pacific,25.5585,65.4181,23.4591
North Pacific,26.6698,64.7823,25.0721
North Pacific,27.781,64.2787,26.4484
North Pacific,28.8922,63.6188,28.0087
North Pacific,30.0035,63.0112,29.2758
North Pacific,31.1147,62.4605,30.5247
North Pacific,32.226,61.874,31.8244
North Pacific,33.3372,61.3537,33.1904
North Pacific,34.4484,60.8475,34.3776
North Pacific,35.5597,60.3925,35.5057
North Pacific,36.6709,59.9011,36.8915
North Pacific,37.7822,59.4125,38.1185
North Pacific,38.8934,58.9922,39.4415
North Pacific,40.0046,58.5617,40.7946
North Pacific,41.1159,58.121,41.8449
North Pacific,42.2271,57.7593,42.9732
North Pacific,43.3383,57.3611,44.2346
North Pacific,44.4496,56.9017,45.2694
North Pacific,45.5608,56.4758,46.3776
North Pacific,46.6721,56.0457,47.6044
North Pacific,47.7833,55.5913,48.4972
North Pacific,48.8945,55.1746,49.6356
North Pacific,50.0058,54.7875,50.6407
North Pacific,51.117,54.3506,51.665
North Pacific,52.2283,53.9483,52.7245
North Pacific,53.3395,53.5816,53.6127
North Pacific,54.4507,53.1916,54.5882
North Pacific,55.562,52.7586,55.6554
North Pacific,56.6732,52.2422,56.6284
North Pacific,57.7845,51.8592,57.7049
North Pacific,58.8957,51.5051,58.7442
North Pacific,60.0069,51.0644,59.6265
North Pacific,61.1182,50.7428,60.5743
North Pacific,62.2294,50.4006,61.6765
North Pacific,63.3407,50.0331,62.6404
North Pacific,64.4519,49.6515,63.7315
North Pacific,65.5631,49.3375,64.8498
North Pacific,66.6744,48.98,65.9931
North Pacific,67.7856,48.6237,67.073
North Pacific,68.8969,48.3212,68.0837
North Pacific,70.0081,48.0514,69.2651
North Pacific,71.1193,47.7558,70.4517
North Pacific,72.2306,47.449,71.6114
North Pacific,73.3418,47.1502,72.6714
North Pacific,74.4531,46.8505,73.8663
North Pacific,75.5643,46.5484,74.9268
North Pacific,76.6755,46.2546,75.9731
North Pacific,77.7868,45.9193,77.1051
North Pacific,78.898,45.535,78.3038
North Pacific,80.0093,45.156,79.3932
North Pacific,81.1205,44.794,80.536
North Pacific,82.2317,44.4976,81.6269
North Pacific,83.343,44.1592,82.7688
North Pacific,84.4542,43.7942,83.9316
North Pacific,85.5655,43.3775,85.151
North Pacific,86.6767,42.882,86.3274
North Pacific,87.7879,42.4622,87.5014
North Pacific,88.8992,42.1007,88.6726
North Pacific,90.0104,41.618,89.8514
North Pacific,91.1217,41.1066,90.9392
North Pacific,92.2329,40.6167,92.0418
North Pacific,93.3441,40.0703,93.1717
North Pacific,94.4554,39.5487,94.3079
North Pacific,95.5666,38.7764,95.5167
North Pacific,96.6779,37.9943,96.794
North Pacific,97.7891,36.5661,97.8984
North Pacific,98.9003,34.5036,99.0185
Arctic,0.0,100.0,0.0314
Arctic,1.1114,63.9858,1.6259
Arctic,2.2227,57.2402,2.827
Arctic,3.3341,53.8947,3.9464
Arctic,4.4455,51.5374,5.1331
Arctic,5.5568,49.856,6.4572
Arctic,6.6682,48.0768,7.7138
Arctic,7.7796,46.7385,9.0091
Arctic,8.8909,45.4294,10.0825
Arctic,10.0023,44.4648,11.1705
Arctic,11.1137,43.6866,12.1524
Arctic,12.2251,43.0475,13.063
Arctic,13.3364,42.4323,14.0537
Arctic,14.4478,41.8216,15.23
Arctic,15.5592,41.2189,16.2998
Arctic,16.6705,40.6685,17.7171
Arctic,17.7819,40.2694,18.9298
Arctic,18.8933,39.8402,20.1775
Arctic,20.0046,39.4474,21.3316
Arctic,21.116,39.0483,22.4538
Arctic,22.2274,38.6486,23.4743
Arctic,23.3387,38.2925,24.4814
Arctic,24.4501,37.9487,25.5518
Arctic,25.5615,37.642,27.0014
Arctic,26.6728,37.3009,27.9402
Arctic,27.7842,36.954,28.9909
Arctic,28.8956,36.6712,30.2062
Arctic,30.0069,36.2824,31.4256
Arctic,31.1183,35.9745,32.53
Arctic,32.2297,35.6669,33.7837
Arctic,33.3411,35.3482,34.8254
Arctic,34.4524,35.0462,35.9565
Arctic,35.5638,34.7609,36.9768
Arctic,36.6752,34.5,38.189
Arctic,37.7865,34.1657,39.1546
Arctic,38.8979,33.9502,40.2872
Arctic,40.0093,33.725,41.5227
Arctic,41.1206,33.45,42.5186
Arctic,42.232,33.1654,44.0802
Arctic,43.3434,32.8636,45.3594
Arctic,44.4547,32.5671,46.4203
Arctic,45.5661,32.2928,47.8649
Arctic,46.6775,32.0197,49.0552
Arctic,47.7888,31.7511,50.0668
Arctic,48.9002,31.4572,51.2478
Arctic,50.0116,31.1919,52.3147
Arctic,51.1229,30.9007,53.4968
Arctic,52.2343,30.6352,54.7945
Arctic,53.3457,30.3677,55.7644
Arctic,54.4571,30.0531,57.0343
Arctic,55.5684,29.8138,58.2408
Arctic,56.6798,29.4989,59.3452
Arctic,57.7912,29.2702,60.5846
Arctic,58.9025,28.9984,61.7346
Arctic,60.0139,28.6626,62.6449
Arctic,61.1253,28.3438,63.603
Arctic,62.2366,28.1107,64.4679
Arctic,63.348,27.8426,65.5485
Arctic,64.4594,27.5465,66.7234
Arctic,65.5707,27.2956,67.9239
Arctic,66.6821,27.0238,69.073
Arctic,67.7935,26.7442,70.0829
Arctic,68.9048,26.4254,71.0487
Arctic,70.0162,26.0712,72.3251
Arctic,71.1276,25.8096,73.3927
Arctic,72.2389,25.5098,74.2524
Arctic,73.3503,25.1946,75.3244
Arctic,74.4617,24.9065,76.2198
Arctic,75.573,24.5842,77.3786
Arctic,76.6844,24.3087,78.4321
Arctic,77.7958,23.9488,79.4664
Arctic,78.9072,23.5525,80.2303
Arctic,80.0185,23.2106,81.1951
Arctic,81.1299,22.9048,82.3685
Arctic,82.2413,22.5661,83.4459
Arctic,83.3526,22.2713,84.6438
Arctic,84.464,21.9133,85.7426
Arctic,85.5754,21.552,86.8115
Arctic,86.6867,21.2296,87.6528
Arctic,87.7981,20.8889,88.6478
Arctic,88.9095,20.4803,89.5357
Arctic,90.0208,20.0621,90.5981
Arctic,91.1322,19.5527,91.4785
Arctic,92.2436,19.048,92.417
Arctic,93.3549,18.5069,93.7985
Arctic,94.4663,17.8879,94.7593
Arctic,95.5777,17.1361,95.7257
Arctic,96.689,16.3816,96.7674
Arctic,97.8004,15.4378,98.0066
Arctic,98.9118,13.9951,98.8848
Reykjavik FIR,0.0,100.0,-0.0034
Reykjavik FIR,1.1115,58.5969,0.7067
Reykjavik FIR,2.223,51.0445,1.5025
Reykjavik FIR,3.3345,47.1463,2.965
Reykjavik FIR,4.446,44.2594,3.5264
Reykjavik FIR,5.5575,41.7475,4.9147
Reykjavik FIR,6.669,39.7437,5.5632
Reykjavik FIR,7.7805,38.2797,7.2372
Reykjavik FIR,8.892,36.9484,9.2492
Reykjavik FIR,10.0035,35.6824,11.0062
Reykjavik FIR,11.115,34.6971,13.2937
Reykjavik FIR,12.2265,33.577,14.8442
Reykjavik FIR,13.338,32.443,16.0059
Reykjavik FIR,14.4495,31.6615,17.2868
Reykjavik FIR,15.561,30.6796,18.6929
Reykjavik FIR,16.6725,29.8825,19.7988
Reykjavik FIR,17.784,28.9004,20.5211
Reykjavik FIR,18.8954,28.1298,22.4397
Reykjavik FIR,20.0069,27.4773,24.4964
Reykjavik FIR,21.1184,26.6597,25.6396
Reykjavik FIR,22.2299,25.9807,26.7731
Reykjavik FIR,23.3414,25.3056,28.0373
Reykjavik FIR,24.4529,24.663,29.5729
Reykjavik FIR,25.5644,24.0874,31.1848
Reykjavik FIR,26.6759,23.557,32.968
Reykjavik FIR,27.7874,23.049,34.7049
Reykjavik FIR,28.8989,22.5164,36.1105
Reykjavik FIR,30.0104,22.0306,37.1606
Reykjavik FIR,31.1219,21.5319,38.467
Reykjavik FIR,32.2334,21.0653,39.9808
Reykjavik FIR,33.3449,20.6387,41.6606
Reykjavik FIR,34.4564,20.2328,43.0845
Reykjavik FIR,35.5679,19.7285,44.6687
Reykjavik FIR,36.6794,19.3138,46.3839
Reykjavik FIR,37.7909,18.9213,47.56
Reykjavik FIR,38.9024,18.4335,48.9313
Reykjavik FIR,40.0139,18.0534,50.0519
Reykjavik FIR,41.1254,17.6924,51.2552
Reykjavik FIR,42.2369,17.3602,52.3521
Reykjavik FIR,43.3484,17.0183,53.7661
Reykjavik FIR,44.4599,16.6488,54.9558
Reykjavik FIR,45.5714,16.3279,56.1502
Reykjavik FIR,46.6829,15.9785,57.6168
Reykjavik FIR,47.7944,15.5955,58.9869
Reykjavik FIR,48.9059,15.2561,60.0558
Reykjavik FIR,50.0174,14.8999,61.1758
Reykjavik FIR,51.1289,14.5798,62.4326
Reykjavik FIR,52.2404,14.2492,64.0008
Reykjavik FIR,53.3519,13.9426,65.0579
Reykjavik FIR,54.4634,13.6413,66.3204
Reykjavik FIR,55.5749,13.3059,67.2202
Reykjavik FIR,56.6863,13.0404,68.3199
Reykjavik FIR,57.7978,12.7344,69.2683
Reykjavik FIR,58.9093,12.4731,70.2148
Reykjavik FIR,60.0208,12.1444,71.6919
Reykjavik FIR,61.1323,11.8361,72.5255
Reykjavik FIR,62.2438,11.5273,73.2591
Reykjavik FIR,63.3553,11.2072,74.2633
Reykjavik FIR,64.4668,10.877,75.4359
Reykjavik FIR,65.5783,10.5344,76.1941
Reykjavik FIR,66.6898,10.212,77.1537
Reykjavik FIR,67.8013,9.8732,77.9486
Reykjavik FIR,68.9128,9.5209,78.8452
Reykjavik FIR,70.0243,9.1757,80.1145
Reykjavik FIR,71.1358,8.8236,81.0735
Reykjavik FIR,72.2473,8.5017,82.168
Reykjavik FIR,73.3588,8.0708,83.3868
Reykjavik FIR,74.4703,7.7352,84.3204
Reykjavik FIR,75.5818,7.4292,84.977
Reykjavik FIR,76.6933,7.0626,85.7076
Reykjavik FIR,77.8048,6.7884,86.7876
Reykjavik FIR,78.9163,6.5035,88.1075
Reykjavik FIR,80.0278,6.202,89.2213
Reykjavik FIR,81.1393,5.9364,89.8064
Reykjavik FIR,82.2508,5.6538,90.7235
Reykjavik FIR,83.3623,5.4327,91.6982
Reykjavik FIR,84.4738,5.1759,92.2862
Reykjavik FIR,85.5853,4.921,92.915
Reykjavik FIR,86.6968,4.6417,93.5662
Reykjavik FIR,87.8083,4.3829,94.2625
Reykjavik FIR,88.9198,4.1437,95.0956
Reykjavik FIR,90.0313,3.8891,95.779
Reykjavik FIR,91.1428,3.6362,96.6414
Reykjavik FIR,92.2543,3.3926,97.1844
Reykjavik FIR,93.3658,3.1747,97.7204
Reykjavik FIR,94.4772,2.9097,98.2085
Reykjavik FIR,95.5887,2.6184,98.6359
Reykjavik FIR,96.7002,2.2963,99.0117
Reykjavik FIR,97.8117,1.9386,99.4531
Reykjavik FIR,98.9232,1.4405,99.8497
Brussels FIR,0.0,100.0,0.2841
Brussels FIR,1.1112,80.1443,0.9113
Brussels FIR,2.2225,77.6512,1.7375
Brussels FIR,3.3337,76.11,2.7668
Brussels FIR,4.445,74.9501,3.2574
