Hour,Flight distance,Contrail warming,Warming per flight distance,Region
16,0.00186822,3.91e-05,0.02092657,Montreal FIR
17,0.0020091,4.355e-05,0.02167827,Montreal FIR
18,0.00212108,0.00013249,0.06246473,Montreal FIR
19,0.00188641,0.00036142,0.19159154,Montreal FIR
20,0.00167525,0.00064099,0.38262486,Montreal FIR
21,0.00154482,0.00089013,0.57620545,Montreal FIR
22,0.00143104,0.00126069,0.88095781,Montreal FIR
23,0.0012539,0.00152735,1.21808426,Montreal FIR
0,0.00123834,0.00200343,1.61783874,Montreal FIR
1,0.00121265,0.00265638,2.19055546,Montreal FIR
2,0.00114118,0.00261886,2.29487326,Montreal FIR
3,0.00118017,0.00253112,2.14470651,Montreal FIR
4,0.00114865,0.00267892,2.3322288,Montreal FIR
5,0.00096409,0.00226748,2.35194706,Montreal FIR
6,0.0003795,0.00121585,3.2038313,Vancouver FIR
7,0.00029813,0.00089833,3.01317983,Vancouver FIR
8,0.00022036,0.00067331,3.05558487,Vancouver FIR
9,0.00016418,0.00047619,2.90035685,Vancouver FIR
10,0.0002682,0.00089534,3.33827723,Vancouver FIR
11,0.00029972,0.00103632,3.4576409,Vancouver FIR
12,0.00019904,0.00053011,2.66340832,Vancouver FIR
13,0.00016819,0.0002216,1.31750206,Vancouver FIR
14,0.00031367,3.2e-06,0.01021286,Vancouver FIR
15,0.00042467,-2.25e-05,-0.05297752,Vancouver FIR
16,0.00055281,-8.866e-05,-0.16037729,Vancouver FIR
17,0.00065417,-0.00018201,-0.27823497,Vancouver FIR
18,0.0007967,-0.00016426,-0.20617137,Vancouver FIR
19,0.0008273,-0.00017164,-0.20746786,Vancouver FIR
20,0.00080705,-0.00018797,-0.23290776,Vancouver FIR
21,0.00080908,-0.00014761,-0.18244007,Vancouver FIR
22,0.00088274,4.54e-05,0.05143587,Vancouver FIR
23,0.00079669,0.00040988,0.51448066,Vancouver FIR
0,0.00064676,0.00061777,0.95518339,Vancouver FIR
1,0.00061228,0.00080355,1.31238697,Vancouver FIR
2,0.00062241,0.00134167,2.1555959,Vancouver FIR
3,0.00056497,0.00148846,2.63458255,Vancouver FIR
4,0.00052984,0.00153749,2.90182384,Vancouver FIR
5,0.00044123,0.00144145,3.26692992,Vancouver FIR
6,0.00068086,0.00157428,2.31219048,Winnipeg FIR
7,0.00063759,0.00154247,2.41923008,Winnipeg FIR
8,0.00064548,0.00143451,2.22240077,Winnipeg FIR
9,0.00063885,0.00126713,1.98343697,Winnipeg FIR
10,0.00041532,0.00063713,1.53407561,Winnipeg FIR
11,0.00031116,0.00032326,1.03886347,Winnipeg FIR
12,0.00041299,0.0001378,0.33366421,Winnipeg FIR
13,0.00056314,-5.669e-05,-0.10066498,Winnipeg FIR
14,0.00064158,-0.00011712,-0.18255171,Winnipeg FIR
15,0.0009003,-0.00024717,-0.27453681,Winnipeg FIR
16,0.00121987,-0.00025771,-0.21125909,Winnipeg FIR
17,0.00132695,-0.00013796,-0.10397021,Winnipeg FIR
18,0.00142588,-2.014e-05,-0.01412622,Winnipeg FIR
19,0.00154798,0.0001029,0.06647559,Winnipeg FIR
20,0.00160423,0.00032879,0.20495056,Winnipeg FIR
21,0.00157114,0.00068962,0.43892974,Winnipeg FIR
22,0.00140274,0.00103243,0.73601088,Winnipeg FIR
23,0.00128299,0.00135187,1.05368042,Winnipeg FIR
0,0.00119945,0.00191483,1.59642707,Winnipeg FIR
1,0.00109508,0.00243713,2.22553303,Winnipeg FIR
2,0.00111429,0.00284031,2.54899056,Winnipeg FIR
3,0.00116787,0.00341605,2.92501145,Winnipeg FIR
4,0.00095663,0.00275645,2.88140005,Winnipeg FIR
5,0.0007676,0.00193986,2.52716465,Winnipeg FIR
6,0.00032878,0.00046118,1.40267551,Toronto FIR
7,0.00027744,0.00043817,1.57933098,Toronto FIR
8,0.0002504,0.00045077,1.8002022,Toronto FIR
9,0.00022868,0.0003478,1.52086355,Toronto FIR
10,0.00030609,0.00021571,0.70473,Toronto FIR
11,0.00051956,7.7e-05,0.14819805,Toronto FIR
12,0.00080105,-7.739e-05,-0.09661436,Toronto FIR
13,0.00098326,-0.00026945,-0.27403925,Toronto FIR
14,0.00106854,-0.00032831,-0.30725156,Toronto FIR
15,0.00107867,-0.0002107,-0.19533218,Toronto FIR
16,0.0010433,-0.00018614,-0.17841583,Toronto FIR
17,0.00117329,-0.00011481,-0.09785565,Toronto FIR
18,0.0012741,-7.708e-05,-0.06049975,Toronto FIR
19,0.00145135,6.634e-05,0.04571223,Toronto FIR
20,0.00138002,0.00025631,0.18572758,Toronto FIR
21,0.00139503,0.00045313,0.32481897,Toronto FIR
22,0.0014363,0.00082181,0.57217001,Toronto FIR
23,0.00154377,0.00140254,0.90851191,Toronto FIR
0,0.00141829,0.00186946,1.31810616,Toronto FIR
1,0.00135094,0.00198408,1.46866099,Toronto FIR
2,0.00120177,0.00171924,1.4305879,Toronto FIR
3,0.00104553,0.0016048,1.53491126,Toronto FIR
4,0.00088385,0.00142232,1.60924152,Toronto FIR
5,0.00057401,0.00092237,1.60688793,Toronto FIR
6,0.0002398,-5.56e-06,-0.02317323,Alger FIR
7,0.00023604,-1.874e-05,-0.07941178,Alger FIR
8,0.00026691,-4.33e-05,-0.16222032,Alger FIR
9,0.00034854,-5.938e-05,-0.17036679,Alger FIR
10,0.0003953,-3.471e-05,-0.08780686,Alger FIR
11,0.00050925,-7.693e-05,-0.15105769,Alger FIR
12,0.00058213,-5.278e-05,-0.09066308,Alger FIR
13,0.0006603,3.82e-06,0.00579034,Alger FIR
14,0.00061372,8.852e-05,0.14423275,Alger FIR
15,0.00060657,0.00020567,0.33907464,Alger FIR
16,0.00062631,0.00032796,0.52363592,Alger FIR
17,0.00059591,0.00036965,0.62032357,Alger FIR
18,0.0004784,0.00033904,0.70870169,Alger FIR
19,0.00038846,0.00031379,0.80779634,Alger FIR
20,0.00039365,0.00024099,0.61220032,Alger FIR
21,0.00041067,0.00029162,0.71011626,Alger FIR
22,0.00043732,0.00037096,0.84826529,Alger FIR
23,0.0004391,0.0004065,0.9257589,Alger FIR
0,0.00054091,0.00040031,0.74006847,Alger FIR
1,0.00078331,0.00045781,0.58445476,Alger FIR
2,0.00094044,0.00046911,0.49881435,Alger FIR
3,0.00081634,0.00033384,0.40894013,Alger FIR
4,0.00055538,0.00014396,0.25920416,Alger FIR
5,0.00038609,3.699e-05,0.09580989,Alger FIR
6,0.00235244,5.47e-06,0.00232621,Accra FIR
7,0.00236089,-1.69e-06,-0.00071652,Accra FIR
8,0.00238452,-1.056e-05,-0.00443035,Accra FIR
9,0.0023911,-1.103e-05,-0.0046139,Accra FIR
10,0.00249914,-2.026e-05,-0.00810539,Accra FIR
11,0.00266359,-4.096e-05,-0.01537838,Accra FIR
12,0.00282913,-2.916e-05,-0.01030749,Accra FIR
13,0.00297501,-2.745e-05,-0.00922662,Accra FIR
14,0.00321028,9.3e-07,0.00028858,Accra FIR
15,0.00328559,2.904e-05,0.00883758,Accra FIR
16,0.00327777,6.941e-05,0.02117487,Accra FIR
17,0.0031748,0.00011866,0.03737649,Accra FIR
18,0.00309586,0.00023416,0.07563666,Accra FIR
19,0.00303138,0.00019697,0.06497691,Accra FIR
20,0.00298674,0.00011811,0.03954618,Accra FIR
21,0.0029663,0.00015876,0.05352019,Accra FIR
22,0.00282612,0.0003126,0.11061181,Accra FIR
23,0.00269453,0.00034367,0.12754241,Accra FIR
0,0.00266851,0.00030275,0.11345373,Accra FIR
1,0.00270756,0.0002096,0.0774146,Accra FIR
2,0.00273222,0.00026772,0.09798713,Accra FIR
3,0.00264979,0.00024407,0.0921079,Accra FIR
4,0.00253312,0.0001564,0.06174308,Accra FIR
5,0.00235329,5.297e-05,0.02250893,Accra FIR
6,7.48e-05,2.495e-05,0.33363345,Kano FIR
7,0.00014854,9.86e-06,0.06639445,Kano FIR
8,0.00011822,8.11e-06,0.06862853,Kano FIR
9,0.00013913,6.01e-06,0.04319524,Kano FIR
10,0.00016206,5.52e-06,0.03407825,Kano FIR
11,0.00025407,5.14e-06,0.0202456,Kano FIR
12,0.00019141,4.845e-05,0.25310059,Kano FIR
13,0.00023755,4.286e-05,0.18042579,Kano FIR
14,0.00024404,5.56e-05,0.22782416,Kano FIR
15,0.00023001,6.424e-05,0.27929303,Kano FIR
16,0.00019235,0.00018155,0.94387426,Kano FIR
17,0.00016026,0.00020265,1.26450408,Kano FIR
18,0.00018079,0.00018219,1.00774453,Kano FIR
19,0.00017246,0.00019099,1.10744074,Kano FIR
20,0.00013734,0.00015473,1.126578,Kano FIR
21,0.00012076,0.00013359,1.10628055,Kano FIR
22,0.00013969,0.0002522,1.80536391,Kano FIR
23,0.00015964,0.000544,3.40770144,Kano FIR
0,0.00017373,0.0008251,4.74930412,Kano FIR
1,0.0001301,0.00047932,3.68413616,Kano FIR
2,8.286e-05,0.00021491,2.59355834,Kano FIR
3,9.593e-05,0.00020162,2.10179689,Kano FIR
4,9.384e-05,0.00019743,2.10397902,Kano FIR
5,6.806e-05,9.518e-05,1.39851823,Kano FIR
6,6.17e-05,1.204e-05,0.19519482,Niamey FIR
7,6.529e-05,1.511e-05,0.23138293,Niamey FIR
8,6.467e-05,1.275e-05,0.19711458,Niamey FIR
9,6.263e-05,2.411e-05,0.38489173,Niamey FIR
10,7.155e-05,5.957e-05,0.83251589,Niamey FIR
11,8.746e-05,5.927e-05,0.6776955,Niamey FIR
12,8.758e-05,7.504e-05,0.85677635,Niamey FIR
13,0.00011209,6.831e-05,0.60942569,Niamey FIR
14,0.00016529,9.359e-05,0.56623762,Niamey FIR
15,0.00018529,0.0001578,0.85163568,Niamey FIR
16,0.00014766,0.00017804,1.2057897,Niamey FIR
17,0.00013877,0.00021799,1.57087216,Niamey FIR
18,0.00013595,0.00027744,2.04076318,Niamey FIR
19,0.00018227,0.00032713,1.7947475,Niamey FIR
20,0.00013277,0.00020719,1.56046519,Niamey FIR
21,0.00013245,0.00019519,1.47370024,Niamey FIR
22,0.0001192,0.00016741,1.40439967,Niamey FIR
23,0.000209,0.00027826,1.3313985,Niamey FIR
0,0.00036072,0.00044675,1.23850057,Niamey FIR
1,0.00041648,0.00051929,1.24683628,Niamey FIR
2,0.00035152,0.00037206,1.05843517,Niamey FIR
3,0.00027026,0.00027118,1.00340535,Niamey FIR
4,0.00015954,0.00013945,0.87407887,Niamey FIR
5,6.823e-05,5.275e-05,0.77301452,Niamey FIR
6,7.159e-05,-1.234e-05,-0.17238893,Tunis FIR
7,9.37e-05,-1.568e-05,-0.16734884,Tunis FIR
8,0.000116,-2.186e-05,-0.18843357,Tunis FIR
9,0.00014177,-2.257e-05,-0.15916755,Tunis FIR
10,0.0001594,-2.601e-05,-0.16319728,Tunis FIR
11,0.00016305,-3.161e-05,-0.19389185,Tunis FIR
12,0.00016205,-2.864e-05,-0.17672708,Tunis FIR
13,0.00013137,-1.758e-05,-0.13379159,Tunis FIR
14,0.00012858,-5.8e-06,-0.04510201,Tunis FIR
15,0.00014194,2.415e-05,0.17013308,Tunis FIR
16,0.00020226,4.713e-05,0.23302827,Tunis FIR
17,0.00019746,7.832e-05,0.39662884,Tunis FIR
18,0.00013887,5.684e-05,0.40933291,Tunis FIR
19,0.00012858,6.178e-05,0.48049586,Tunis FIR
20,0.0001002,6.909e-05,0.68946024,Tunis FIR
21,0.00010733,6.298e-05,0.58675405,Tunis FIR
22,0.00010799,6.452e-05,0.59740897,Tunis FIR
23,0.00011494,7.715e-05,0.6711984,Tunis FIR
0,8.234e-05,5.804e-05,0.70497304,Tunis FIR
1,6.45e-05,3.968e-05,0.61526536,Tunis FIR
2,9.127e-05,4.726e-05,0.5177826,Tunis FIR
3,8.226e-05,3.688e-05,0.44833363,Tunis FIR
4,9.602e-05,1.696e-05,0.1766059,Tunis FIR
5,7.918e-05,-7.2e-07,-0.00904796,Tunis FIR
6,0.00057352,0.00012167,0.21215296,Brussels FIR
7,0.00077323,0.00017218,0.22267337,Brussels FIR
8,0.00079782,6.152e-05,0.07710889,Brussels FIR
9,0.00080819,5.504e-05,0.06809899,Brussels FIR
10,0.00085279,3.719e-05,0.04361343,Brussels FIR
11,0.00082019,0.00013847,0.16882317,Brussels FIR
12,0.00083835,0.000244,0.29104732,Brussels FIR
13,0.00082382,0.00037824,0.45912583,Brussels FIR
14,0.00078488,0.00062319,0.79398805,Brussels FIR
15,0.00078771,0.00095135,1.20775062,Brussels FIR
16,0.00079281,0.00116727,1.47231085,Brussels FIR
17,0.00079131,0.00144094,1.82095644,Brussels FIR
18,0.00081084,0.00150534,1.85651941,Brussels FIR
19,0.00072313,0.00148505,2.05364915,Brussels FIR
20,0.00071772,0.00155476,2.16625418,Brussels FIR
21,0.00070961,0.0015977,2.25151511,Brussels FIR
22,0.00055356,0.00118366,2.13825689,Brussels FIR
23,0.00038631,0.00093818,2.42859835,Brussels FIR
0,0.0002091,0.00048763,2.33204935,Brussels FIR
1,0.00011621,0.00027074,2.3298441,Brussels FIR
2,8.508e-05,0.00017006,1.99890507,Brussels FIR
3,0.00013328,0.00017398,1.30541461,Brussels FIR
4,0.00017291,0.00016218,0.93796431,Brussels FIR
5,0.00032345,0.00012032,0.37198832,Brussels FIR
6,0.00174127,-6.98e-06,-0.00400808,Langen FIR
7,0.00219708,-4.119e-05,-0.01874577,Langen FIR
8,0.00225307,-0.00017693,-0.07852965,Langen FIR
9,0.00248575,-0.000211,-0.08488531,Langen FIR
10,0.00265121,1.38e-06,0.00051953,Langen FIR
11,0.00268344,0.00021492,0.0800896,Langen FIR
12,0.00251687,0.0006377,0.25337095,Langen FIR
13,0.00244301,0.00126322,0.51707455,Langen FIR
14,0.00245369,0.00189873,0.77382666,Langen FIR
15,0.00246835,0.00285894,1.15823876,Langen FIR
16,0.00249588,0.00353176,1.41503423,Langen FIR
17,0.00246076,0.00385136,1.5651094,Langen FIR
18,0.00243784,0.00422812,1.73437066,Langen FIR
19,0.00212635,0.00377274,1.77427575,Langen FIR
20,0.00209574,0.00406816,1.941155,Langen FIR
21,0.00198119,0.00408844,2.06362345,Langen FIR
22,0.00128407,0.00311979,2.42962103,Langen FIR
23,0.00081893,0.00258768,3.15984403,Langen FIR
0,0.00048275,0.00155951,3.23049928,Langen FIR
1,0.00028258,0.00074927,2.65153116,Langen FIR
2,0.00020275,0.0005039,2.48537419,Langen FIR
3,0.0003422,0.00053333,1.55853728,Langen FIR
4,0.00060334,0.00054426,0.90207869,Langen FIR
5,0.00102251,0.00030636,0.2996161,Langen FIR
6,0.00109906,-0.0001922,-0.17487695,Munchen FIR
7,0.00131521,-0.00025396,-0.19309799,Munchen FIR
8,0.00135738,-0.00030928,-0.22785196,Munchen FIR
9,0.00147204,-0.00022599,-0.15351909,Munchen FIR
10,0.00159532,-5.739e-05,-0.03597686,Munchen FIR
11,0.00170489,0.00019133,0.11222659,Munchen FIR
12,0.00162525,0.00059365,0.36526678,Munchen FIR
13,0.0015566,0.00115121,0.73956723,Munchen FIR
14,0.00154458,0.00170376,1.10305884,Munchen FIR
15,0.00154768,0.0026542,1.71495845,Munchen FIR
16,0.00156624,0.00297532,1.89966515,Munchen FIR
17,0.00157774,0.00330783,2.09656202,Munchen FIR
18,0.00154301,0.00342308,2.21845015,Munchen FIR
19,0.00138116,0.00288786,2.0908908,Munchen FIR
20,0.00130567,0.00266531,2.04134299,Munchen FIR
21,0.00124121,0.0024065,1.93883428,Munchen FIR
22,0.00086209,0.00172934,2.00599923,Munchen FIR
23,0.00055145,0.00143438,2.60111742,Munchen FIR
0,0.00036492,0.00116395,3.1896326,Munchen FIR
1,0.00019694,0.00055972,2.84204283,Munchen FIR
2,0.00015082,0.00036177,2.39875313,Munchen FIR
3,0.00023427,0.00033424,1.4267212,Munchen FIR
4,0.00040686,0.00034817,0.85576085,Munchen FIR
5,0.00071471,0.00014924,0.20880469,Munchen FIR
6,0.00093262,9.825e-05,0.105353,Bremen FIR
7,0.00120786,6.41e-06,0.00531017,Bremen FIR
8,0.00127214,-5.832e-05,-0.04584715,Bremen FIR
9,0.00137654,-7.708e-05,-0.05599266,Bremen FIR
10,0.00155035,7.678e-05,0.04952172,Bremen FIR
11,0.00152501,0.0004675,0.30655292,Bremen FIR
12,0.00143962,0.000881,0.61196552,Bremen FIR
13,0.00138615,0.00135513,0.97761936,Bremen FIR
14,0.00144079,0.00198578,1.37825875,Bremen FIR
15,0.00135018,0.00253917,1.88061545,Bremen FIR
16,0.00137913,0.00265782,1.92717598,Bremen FIR
17,0.00140539,0.00322144,2.29220428,Bremen FIR
18,0.0014451,0.00392863,2.71859257,Bremen FIR
19,0.00133088,0.00344997,2.59225147,Bremen FIR
20,0.00133689,0.00381575,2.85419023,Bremen FIR
21,0.00120893,0.00357851,2.96006747,Bremen FIR
22,0.00070219,0.00245633,3.49809963,Bremen FIR
23,0.0003963,0.00165377,4.1730177,Bremen FIR
0,0.00020326,0.00095169,4.68211281,Bremen FIR
1,9.771e-05,0.00026082,2.66922824,Bremen FIR
2,0.00010125,0.00026863,2.65299596,Bremen FIR
3,0.00020473,0.00042146,2.05856623,Bremen FIR
4,0.00029308,0.00042863,1.46251146,Bremen FIR
5,0.00053516,0.00019663,0.36741723,Bremen FIR
6,0.00016276,4.916e-05,0.30202684,Tallinn FIR
7,0.00016104,0.00013604,0.8447475,Tallinn FIR
8,0.0001415,0.00013085,0.92475526,Tallinn FIR
9,0.00016181,0.00011676,0.72158744,Tallinn FIR
10,0.00017129,0.00010287,0.60057025,Tallinn FIR
11,0.00019319,0.00014582,0.75482096,Tallinn FIR
12,0.00026322,0.00024817,0.94283007,Tallinn FIR
13,0.00029992,0.00043985,1.46657727,Tallinn FIR
14,0.00033602,0.00068388,2.03520188,Tallinn FIR
15,0.00032742,0.00093946,2.8692665,Tallinn FIR
16,0.00025951,0.00089629,3.45373257,Tallinn FIR
17,0.00018937,0.00066496,3.5113375,Tallinn FIR
18,0.00013227,0.00039465,2.98365362,Tallinn FIR
19,0.00015733,0.00066337,4.21633472,Tallinn FIR
20,0.00016133,0.00058235,3.60978167,Tallinn FIR
21,0.00015484,0.00057589,3.71922458,Tallinn FIR
22,0.00014013,0.00057063,4.07201793,Tallinn FIR
23,8.027e-05,0.00039022,4.86118309,Tallinn FIR
0,6.344e-05,0.00029406,4.63556264,Tallinn FIR
1,6.74e-05,0.00030923,4.58813055,Tallinn FIR
2,0.00010674,0.00026062,2.44155279,Tallinn FIR
3,0.0001621,0.00022296,1.37545359,Tallinn FIR
4,0.00015765,0.00012465,0.79068216,Tallinn FIR
5,0.00011414,0.00010814,0.94740111,Tallinn FIR
6,0.00021231,7.031e-05,0.33117746,Helsinki FIR
7,0.00020394,0.00011642,0.57087645,Helsinki FIR
8,0.00018045,5.187e-05,0.28742878,Helsinki FIR
9,0.00019581,9.651e-05,0.49289947,Helsinki FIR
10,0.00024052,0.000136,0.56545195,Helsinki FIR
11,0.00033217,0.00023975,0.72178008,Helsinki FIR
12,0.00045588,0.00027779,0.60934378,Helsinki FIR
13,0.00041906,0.0004797,1.14468913,Helsinki FIR
14,0.00037312,0.00045054,1.20750365,Helsinki FIR
15,0.00037299,0.00054744,1.46772035,Helsinki FIR
16,0.00033051,0.00082062,2.48290637,Helsinki FIR
17,0.00024169,0.00059955,2.48069955,Helsinki FIR
18,0.00021409,0.00048703,2.27492987,Helsinki FIR
19,0.00018874,0.00047317,2.50699735,Helsinki FIR
20,0.0001998,0.00034099,1.70664043,Helsinki FIR
21,0.00017606,0.00043639,2.47870354,Helsinki FIR
22,0.00015473,0.00046056,2.97650877,Helsinki FIR
23,8.87e-05,0.00030353,3.42187545,Helsinki FIR
0,4.945e-05,0.00017993,3.63854256,Helsinki FIR
1,6.116e-05,0.00021027,3.43802412,Helsinki FIR
2,8.362e-05,0.00020501,2.45175539,Helsinki FIR
3,0.00013314,0.00015424,1.15840615,Helsinki FIR
4,0.00015162,9.361e-05,0.6173874,Helsinki FIR
5,0.0001643,8.194e-05,0.49875018,Helsinki FIR
6,0.00299757,0.00707701,2.3609172,Shanwick FIR
7,0.00307739,0.00461536,1.49976562,Shanwick FIR
8,0.00290499,0.00326601,1.12427321,Shanwick FIR
9,0.00230962,0.00192294,0.83257815,Shanwick FIR
10,0.00193006,0.00114351,0.59247622,Shanwick FIR
11,0.00249175,0.00093832,0.37657003,Shanwick FIR
12,0.00344534,0.0021216,0.61578899,Shanwick FIR
13,0.00354442,0.003677,1.03740488,Shanwick FIR
14,0.00322868,0.00421048,1.30408742,Shanwick FIR
15,0.00290835,0.00584021,2.00808535,Shanwick FIR
16,0.00234644,0.00593694,2.53019444,Shanwick FIR
17,0.0018485,0.0058591,3.16964407,Shanwick FIR
18,0.00164214,0.00676022,4.11671674,Shanwick FIR
19,0.00137708,0.00664261,4.82367929,Shanwick FIR
20,0.00109292,0.00548843,5.02179745,Shanwick FIR
21,0.00080477,0.00444066,5.51795451,Shanwick FIR
22,0.00064539,0.00349588,5.41669932,Shanwick FIR
23,0.00058194,0.00309085,5.31125893,Shanwick FIR
0,0.00055103,0.00280565,5.09165427,Shanwick FIR
1,0.00046668,0.00220295,4.72051725,Shanwick FIR
2,0.00080955,0.00346637,4.28184826,Shanwick FIR
3,0.00158807,0.00626744,3.9465858,Shanwick FIR
4,0.00276964,0.01010967,3.6501742,Shanwick FIR
5,0.00316276,0.01004237,3.17519446,Shanwick FIR
6,0.00029551,0.00022186,0.75077422,Scottish FIR
7,0.00043875,0.00013369,0.30471379,Scottish FIR
8,0.00051492,2.55e-05,0.04951309,Scottish FIR
9,0.00059403,-2.179e-05,-0.03668785,Scottish FIR
10,0.00093932,-0.00018312,-0.1949443,Scottish FIR
11,0.00098895,-0.00011915,-0.12048373,Scottish FIR
12,0.00094401,0.00035449,0.37551154,Scottish FIR
13,0.00088383,0.00044287,0.50108169,Scottish FIR
14,0.00091352,0.00084828,0.92857697,Scottish FIR
15,0.00076196,0.0009364,1.22894361,Scottish FIR
16,0.00060326,0.00076953,1.27562756,Scottish FIR
17,0.0005362,0.00090794,1.69329694,Scottish FIR
18,0.00050289,0.0010743,2.1362533,Scottish FIR
19,0.00041752,0.00083402,1.99754189,Scottish FIR
20,0.0003445,0.00069109,2.00608108,Scottish FIR
21,0.00032782,0.00074884,2.28428361,Scottish FIR
22,0.00028884,0.00074758,2.58821847,Scottish FIR
23,0.00017542,0.00050239,2.86399457,Scottish FIR
0,9.982e-05,0.00029092,2.91451385,Scottish FIR
1,6.715e-05,0.00018797,2.79936581,Scottish FIR
2,6.197e-05,0.00018813,3.03565411,Scottish FIR
3,8.917e-05,0.0002275,2.55146258,Scottish FIR
4,0.00013225,0.00027874,2.10765644,Scottish FIR
5,0.00020287,0.00026795,1.32080858,Scottish FIR
6,0.00217582,0.00068132,0.31313473,London FIR
7,0.0033546,0.00021667,0.06458804,London FIR
8,0.003704,2.088e-05,0.00563721,London FIR
9,0.00349872,-0.00028259,-0.08076944,London FIR
10,0.00385999,-0.00053159,-0.13771708,London FIR
11,0.00396083,-8.805e-05,-0.02223096,London FIR
12,0.00388815,0.00033602,0.08642026,London FIR
13,0.00383852,0.00093779,0.24431001,London FIR
14,0.00373888,0.00176752,0.47274159,London FIR
15,0.00345459,0.00236914,0.68579495,London FIR
16,0.00333916,0.0028312,0.84788026,London FIR
17,0.00341857,0.00381286,1.11533697,London FIR
18,0.00332708,0.0044206,1.32867226,London FIR
19,0.00303588,0.00460825,1.51793042,London FIR
20,0.00251283,0.00386895,1.53967486,London FIR
21,0.00238294,0.00366568,1.5382985,London FIR
22,0.00215557,0.00336008,1.55878942,London FIR
23,0.00140387,0.00216638,1.54314119,London FIR
0,0.00068268,0.00110916,1.62471073,London FIR
1,0.00043647,0.00068723,1.57453434,London FIR
2,0.00029792,0.00059209,1.98741327,London FIR
3,0.00036285,0.00075464,2.07977246,London FIR
4,0.00050777,0.00085505,1.6839221,London FIR
5,0.00099864,0.00081327,0.81437554,London FIR
6,0.00068522,8.872e-05,0.12948331,Amsterdam FIR
7,0.00099639,0.00012554,0.12599228,Amsterdam FIR
8,0.00110841,8.978e-05,0.08099525,Amsterdam FIR
9,0.0011122,0.00010211,0.09180548,Amsterdam FIR
10,0.00117225,0.00020041,0.17095997,Amsterdam FIR
11,0.00121133,0.00037235,0.30738832,Amsterdam FIR
12,0.00115553,0.00062129,0.53766797,Amsterdam FIR
13,0.00109257,0.0007933,0.72608348,Amsterdam FIR
14,0.0011537,0.00129182,1.11972806,Amsterdam FIR
15,0.00109282,0.00170956,1.56436525,Amsterdam FIR
16,0.00106269,0.00199675,1.87895616,Amsterdam FIR
17,0.0010996,0.00233097,2.11984357,Amsterdam FIR
18,0.00116446,0.00246108,2.11349939,Amsterdam FIR
19,0.00105313,0.00260834,2.47674998,Amsterdam FIR
20,0.00100478,0.00245278,2.44110467,Amsterdam FIR
21,0.00094712,0.00224471,2.37003331,Amsterdam FIR
22,0.0006086,0.00159466,2.62023601,Amsterdam FIR
