Region,Hour of year,Traffic,Cumulative contrail warming,Subset
Novosibirsk FIR,36.351,22.2166,42.5854,Winter (Oct–Mar)
Novosibirsk FIR,38.6201,21.5077,45.037,Winter (Oct–Mar)
Novosibirsk FIR,40.8891,20.9699,47.1889,Winter (Oct–Mar)
Novosibirsk FIR,43.1813,20.4475,49.9186,Winter (Oct–Mar)
Novosibirsk FIR,45.4503,19.9459,52.0278,Winter (Oct–Mar)
Novosibirsk FIR,47.7194,19.4412,53.7773,Winter (Oct–Mar)
Novosibirsk FIR,49.9884,19.0086,55.2358,Winter (Oct–Mar)
Novosibirsk FIR,52.2575,18.402,57.6305,Winter (Oct–Mar)
Novosibirsk FIR,54.5265,18.002,59.3232,Winter (Oct–Mar)
Novosibirsk FIR,56.7956,17.4947,60.9497,Winter (Oct–Mar)
Novosibirsk FIR,59.0878,16.9956,62.7552,Winter (Oct–Mar)
Novosibirsk FIR,61.3568,16.4264,64.3464,Winter (Oct–Mar)
Novosibirsk FIR,63.6258,15.8861,66.2836,Winter (Oct–Mar)
Novosibirsk FIR,65.8949,15.3713,67.7494,Winter (Oct–Mar)
Novosibirsk FIR,68.1639,14.85,69.5155,Winter (Oct–Mar)
Novosibirsk FIR,70.433,14.3242,71.5946,Winter (Oct–Mar)
Novosibirsk FIR,72.7252,13.7359,72.8911,Winter (Oct–Mar)
Novosibirsk FIR,74.9942,13.1736,74.7365,Winter (Oct–Mar)
Novosibirsk FIR,77.2633,12.6556,76.2194,Winter (Oct–Mar)
Novosibirsk FIR,79.5323,12.1822,77.5432,Winter (Oct–Mar)
Novosibirsk FIR,81.8013,11.6417,79.2705,Winter (Oct–Mar)
Novosibirsk FIR,84.0704,11.0634,80.524,Winter (Oct–Mar)
Novosibirsk FIR,86.3626,10.354,81.5129,Winter (Oct–Mar)
Novosibirsk FIR,88.6316,9.7513,82.5144,Winter (Oct–Mar)
Novosibirsk FIR,90.9007,9.1708,83.9201,Winter (Oct–Mar)
Novosibirsk FIR,93.1697,8.3525,84.9876,Winter (Oct–Mar)
Novosibirsk FIR,95.4388,7.5172,86.059,Winter (Oct–Mar)
Novosibirsk FIR,97.7078,6.449,86.9886,Winter (Oct–Mar)
Novosibirsk FIR,100.0,0.4449,87.7226,Winter (Oct–Mar)
Novosibirsk FIR,0.0,100.0,0.1355,Night (20h–04h)
Novosibirsk FIR,3.1182,58.5891,2.9963,Night (20h–04h)
Novosibirsk FIR,6.2365,53.3735,4.8791,Night (20h–04h)
Novosibirsk FIR,9.3547,49.9713,6.3741,Night (20h–04h)
Novosibirsk FIR,12.473,46.8753,7.7019,Night (20h–04h)
Novosibirsk FIR,15.6221,44.4856,9.0442,Night (20h–04h)
Novosibirsk FIR,18.7404,42.3124,10.3248,Night (20h–04h)
Novosibirsk FIR,21.8586,40.2753,11.5203,Night (20h–04h)
Novosibirsk FIR,24.9768,38.4684,12.5354,Night (20h–04h)
Novosibirsk FIR,28.0951,36.7486,13.5504,Night (20h–04h)
Novosibirsk FIR,31.2442,35.3161,14.8143,Night (20h–04h)
Novosibirsk FIR,34.3625,34.058,15.2567,Night (20h–04h)
Novosibirsk FIR,37.4807,33.0129,16.5418,Night (20h–04h)
Novosibirsk FIR,40.599,31.9162,17.6975,Night (20h–04h)
Novosibirsk FIR,43.7481,30.8549,18.9877,Night (20h–04h)
Novosibirsk FIR,46.8663,29.873,19.7455,Night (20h–04h)
Novosibirsk FIR,49.9846,28.8602,21.0321,Night (20h–04h)
Novosibirsk FIR,53.1028,27.9882,22.4206,Night (20h–04h)
Novosibirsk FIR,56.2211,27.1137,23.629,Night (20h–04h)
Novosibirsk FIR,59.3702,26.312,24.6286,Night (20h–04h)
Novosibirsk FIR,62.4884,25.5289,25.6432,Night (20h–04h)
Novosibirsk FIR,65.6067,24.6779,26.1608,Night (20h–04h)
Novosibirsk FIR,68.7249,23.8633,27.3314,Night (20h–04h)
Novosibirsk FIR,71.874,22.9939,28.2869,Night (20h–04h)
Novosibirsk FIR,74.9923,22.2753,29.59,Night (20h–04h)
Novosibirsk FIR,78.1105,21.4417,30.3913,Night (20h–04h)
Novosibirsk FIR,81.2288,20.7386,31.2926,Night (20h–04h)
Novosibirsk FIR,84.347,20.0526,32.2941,Night (20h–04h)
Novosibirsk FIR,87.4961,19.2098,33.0479,Night (20h–04h)
Novosibirsk FIR,90.6144,18.3409,33.9415,Night (20h–04h)
Novosibirsk FIR,93.7326,17.4343,35.0084,Night (20h–04h)
Novosibirsk FIR,96.8509,15.8466,36.512,Night (20h–04h)
Novosibirsk FIR,100.0,0.4449,37.7481,Night (20h–04h)
Novosibirsk FIR,0.0,100.0,0.1355,Winter & Night
Novosibirsk FIR,6.609,51.575,4.925,Winter & Night
Novosibirsk FIR,13.2798,43.806,8.5464,Winter & Night
Novosibirsk FIR,19.9506,37.961,11.3781,Winter & Night
Novosibirsk FIR,26.6214,34.7066,14.08,Winter & Night
Novosibirsk FIR,33.2922,32.048,17.0077,Winter & Night
Novosibirsk FIR,39.9629,29.9605,19.2252,Winter & Night
Novosibirsk FIR,46.6337,28.1483,21.5307,Winter & Night
Novosibirsk FIR,53.3045,26.616,23.6092,Winter & Night
Novosibirsk FIR,59.9753,24.8234,25.0289,Winter & Night
Novosibirsk FIR,66.6461,23.0556,26.9035,Winter & Night
Novosibirsk FIR,73.3169,21.4757,28.8964,Winter & Night
Novosibirsk FIR,79.9876,20.1683,30.4361,Winter & Night
Novosibirsk FIR,86.6584,18.6163,31.9819,Winter & Night
Novosibirsk FIR,93.3292,16.693,33.5398,Winter & Night
Novosibirsk FIR,100.0,0.4449,35.6725,Winter & Night
Rostov-Na-Donu FIR,0.0,100.0,-0.0005,All hours
Rostov-Na-Donu FIR,1.1228,76.3671,0.3483,All hours
Rostov-Na-Donu FIR,2.2456,72.7769,0.629,All hours
Rostov-Na-Donu FIR,3.3684,70.2326,1.0027,All hours
Rostov-Na-Donu FIR,4.4913,68.6724,1.4751,All hours
Rostov-Na-Donu FIR,5.6141,67.1528,1.7424,All hours
Rostov-Na-Donu FIR,6.7369,65.8572,2.2725,All hours
Rostov-Na-Donu FIR,7.8597,64.4578,2.476,All hours
Rostov-Na-Donu FIR,8.9825,63.3782,2.7518,All hours
Rostov-Na-Donu FIR,10.1053,62.387,3.5295,All hours
Rostov-Na-Donu FIR,11.2282,61.391,4.2956,All hours
Rostov-Na-Donu FIR,12.351,60.5883,4.8333,All hours
Rostov-Na-Donu FIR,13.4738,59.7568,5.7761,All hours
Rostov-Na-Donu FIR,14.5966,59.0131,6.5011,All hours
Rostov-Na-Donu FIR,15.7194,58.3098,7.1923,All hours
Rostov-Na-Donu FIR,16.8538,57.5034,7.7669,All hours
Rostov-Na-Donu FIR,17.9766,56.6501,8.441,All hours
Rostov-Na-Donu FIR,19.0994,55.8168,9.0892,All hours
Rostov-Na-Donu FIR,20.2222,55.1715,9.8306,All hours
Rostov-Na-Donu FIR,21.3451,54.6054,11.1011,All hours
Rostov-Na-Donu FIR,22.4679,53.8448,11.9245,All hours
Rostov-Na-Donu FIR,23.5907,53.191,13.3284,All hours
Rostov-Na-Donu FIR,24.7135,52.5924,14.1703,All hours
Rostov-Na-Donu FIR,25.8363,51.9671,14.9079,All hours
Rostov-Na-Donu FIR,26.9591,51.3661,16.0501,All hours
Rostov-Na-Donu FIR,28.082,50.7069,17.3842,All hours
Rostov-Na-Donu FIR,29.2048,50.1503,18.385,All hours
Rostov-Na-Donu FIR,30.3276,49.6813,19.727,All hours
Rostov-Na-Donu FIR,31.4504,49.1597,20.6196,All hours
Rostov-Na-Donu FIR,32.5732,48.5935,21.4793,All hours
Rostov-Na-Donu FIR,33.7076,48.0043,22.2053,All hours
Rostov-Na-Donu FIR,34.8304,47.5874,23.6582,All hours
Rostov-Na-Donu FIR,35.9532,47.0977,24.5567,All hours
Rostov-Na-Donu FIR,37.0761,46.6335,25.7541,All hours
Rostov-Na-Donu FIR,38.1989,46.2221,26.6333,All hours
Rostov-Na-Donu FIR,39.3217,45.8504,28.2172,All hours
Rostov-Na-Donu FIR,40.4445,45.4125,29.242,All hours
Rostov-Na-Donu FIR,41.5673,44.9659,30.4282,All hours
Rostov-Na-Donu FIR,42.6901,44.5007,31.6956,All hours
Rostov-Na-Donu FIR,43.8129,44.1082,33.3005,All hours
Rostov-Na-Donu FIR,44.9358,43.6627,34.9912,All hours
Rostov-Na-Donu FIR,46.0586,43.2288,36.7017,All hours
Rostov-Na-Donu FIR,47.1814,42.7852,37.9082,All hours
Rostov-Na-Donu FIR,48.3042,42.3045,39.8255,All hours
Rostov-Na-Donu FIR,49.427,41.906,41.1662,All hours
Rostov-Na-Donu FIR,50.5614,41.491,42.6481,All hours
Rostov-Na-Donu FIR,51.6842,41.1223,44.2954,All hours
Rostov-Na-Donu FIR,52.807,40.6944,45.8993,All hours
Rostov-Na-Donu FIR,53.9299,40.2846,47.425,All hours
Rostov-Na-Donu FIR,55.0527,39.9519,48.6192,All hours
Rostov-Na-Donu FIR,56.1755,39.5441,49.4911,All hours
Rostov-Na-Donu FIR,57.2983,39.1871,51.0725,All hours
Rostov-Na-Donu FIR,58.4211,38.743,53.2513,All hours
Rostov-Na-Donu FIR,59.5439,38.2856,54.6625,All hours
Rostov-Na-Donu FIR,60.6667,37.9329,56.1639,All hours
Rostov-Na-Donu FIR,61.7896,37.5183,58.5288,All hours
Rostov-Na-Donu FIR,62.9124,37.0249,60.5975,All hours
Rostov-Na-Donu FIR,64.0352,36.4908,62.2621,All hours
Rostov-Na-Donu FIR,65.158,35.9887,64.1597,All hours
Rostov-Na-Donu FIR,66.2808,35.5992,66.3641,All hours
Rostov-Na-Donu FIR,67.4152,35.0091,67.9361,All hours
Rostov-Na-Donu FIR,68.538,34.5408,70.2558,All hours
Rostov-Na-Donu FIR,69.6608,34.0632,71.8069,All hours
Rostov-Na-Donu FIR,70.7837,33.5601,72.911,All hours
Rostov-Na-Donu FIR,71.9065,33.0074,73.9205,All hours
Rostov-Na-Donu FIR,73.0293,32.406,75.2036,All hours
Rostov-Na-Donu FIR,74.1521,31.8085,76.4572,All hours
Rostov-Na-Donu FIR,75.2749,31.1477,77.8999,All hours
Rostov-Na-Donu FIR,76.3977,30.5472,78.9838,All hours
Rostov-Na-Donu FIR,77.5205,29.8688,80.7333,All hours
Rostov-Na-Donu FIR,78.6434,29.2452,81.9777,All hours
Rostov-Na-Donu FIR,79.7662,28.5534,83.1049,All hours
Rostov-Na-Donu FIR,80.889,27.9862,84.1567,All hours
Rostov-Na-Donu FIR,82.0118,27.2987,85.2,All hours
Rostov-Na-Donu FIR,83.1346,26.4987,86.0612,All hours
Rostov-Na-Donu FIR,84.269,25.8482,87.0807,All hours
Rostov-Na-Donu FIR,85.3918,25.2119,88.3485,All hours
Rostov-Na-Donu FIR,86.5146,24.5654,89.2793,All hours
Rostov-Na-Donu FIR,87.6375,23.8455,90.603,All hours
Rostov-Na-Donu FIR,88.7603,23.2972,91.4464,All hours
Rostov-Na-Donu FIR,89.8831,22.6661,92.4403,All hours
Rostov-Na-Donu FIR,91.0059,22.0319,93.4849,All hours
Rostov-Na-Donu FIR,92.1287,21.4525,94.2322,All hours
Rostov-Na-Donu FIR,93.2515,20.8677,95.1931,All hours
Rostov-Na-Donu FIR,94.3743,19.9242,96.1712,All hours
Rostov-Na-Donu FIR,95.4972,19.0071,97.162,All hours
Rostov-Na-Donu FIR,96.62,18.2794,98.0487,All hours
Rostov-Na-Donu FIR,97.7428,17.192,98.6893,All hours
Rostov-Na-Donu FIR,98.8656,15.6807,99.4435,All hours
Rostov-Na-Donu FIR,100.0,0.8962,100.0,All hours
Rostov-Na-Donu FIR,0.0,86.2542,-0.0081,Winter (Oct–Mar)
Rostov-Na-Donu FIR,2.269,58.929,1.385,Winter (Oct–Mar)
Rostov-Na-Donu FIR,4.5381,54.9117,2.4125,Winter (Oct–Mar)
Rostov-Na-Donu FIR,6.8071,52.5706,4.5388,Winter (Oct–Mar)
Rostov-Na-Donu FIR,9.0762,50.5717,6.8727,Winter (Oct–Mar)
Rostov-Na-Donu FIR,11.3452,49.0568,8.7658,Winter (Oct–Mar)
Rostov-Na-Donu FIR,13.6143,47.75,10.3704,Winter (Oct–Mar)
Rostov-Na-Donu FIR,15.9065,46.6252,12.3246,Winter (Oct–Mar)
Rostov-Na-Donu FIR,18.1755,45.7469,14.5945,Winter (Oct–Mar)
Rostov-Na-Donu FIR,20.4445,44.6285,16.412,Winter (Oct–Mar)
Rostov-Na-Donu FIR,22.7136,43.6627,19.1349,Winter (Oct–Mar)
Rostov-Na-Donu FIR,24.9826,42.7542,21.3966,Winter (Oct–Mar)
Rostov-Na-Donu FIR,27.2517,41.9682,23.684,Winter (Oct–Mar)
Rostov-Na-Donu FIR,29.5439,41.1269,26.2978,Winter (Oct–Mar)
Rostov-Na-Donu FIR,31.8129,40.423,28.8057,Winter (Oct–Mar)
Rostov-Na-Donu FIR,34.082,39.6865,30.3208,Winter (Oct–Mar)
Rostov-Na-Donu FIR,36.351,38.9426,32.8701,Winter (Oct–Mar)
Rostov-Na-Donu FIR,38.6201,38.1567,35.4524,Winter (Oct–Mar)
Rostov-Na-Donu FIR,40.8891,37.4642,38.3131,Winter (Oct–Mar)
Rostov-Na-Donu FIR,43.1813,36.5939,41.0715,Winter (Oct–Mar)
Rostov-Na-Donu FIR,45.4503,35.8292,43.6158,Winter (Oct–Mar)
Rostov-Na-Donu FIR,47.7194,35.0454,46.1839,Winter (Oct–Mar)
Rostov-Na-Donu FIR,49.9884,34.3526,48.8794,Winter (Oct–Mar)
Rostov-Na-Donu FIR,52.2575,33.6118,50.3711,Winter (Oct–Mar)
Rostov-Na-Donu FIR,54.5265,32.7056,51.735,Winter (Oct–Mar)
Rostov-Na-Donu FIR,56.7956,31.6589,53.4782,Winter (Oct–Mar)
Rostov-Na-Donu FIR,59.0878,30.7952,55.2891,Winter (Oct–Mar)
Rostov-Na-Donu FIR,61.3568,29.8596,57.1743,Winter (Oct–Mar)
Rostov-Na-Donu FIR,63.6258,28.9761,58.5809,Winter (Oct–Mar)
Rostov-Na-Donu FIR,65.8949,28.2593,59.8654,Winter (Oct–Mar)
Rostov-Na-Donu FIR,68.1639,27.3541,61.1942,Winter (Oct–Mar)
Rostov-Na-Donu FIR,70.433,26.3872,62.0756,Winter (Oct–Mar)
Rostov-Na-Donu FIR,72.7252,25.609,63.2293,Winter (Oct–Mar)
Rostov-Na-Donu FIR,74.9942,24.867,64.4183,Winter (Oct–Mar)
Rostov-Na-Donu FIR,77.2633,23.9309,65.8006,Winter (Oct–Mar)
Rostov-Na-Donu FIR,79.5323,23.2874,67.0099,Winter (Oct–Mar)
Rostov-Na-Donu FIR,81.8013,22.5575,68.1862,Winter (Oct–Mar)
Rostov-Na-Donu FIR,84.0704,21.8358,69.0445,Winter (Oct–Mar)
Rostov-Na-Donu FIR,86.3626,21.2337,70.1051,Winter (Oct–Mar)
Rostov-Na-Donu FIR,88.6316,20.3545,71.0643,Winter (Oct–Mar)
Rostov-Na-Donu FIR,90.9007,19.3116,72.2603,Winter (Oct–Mar)
Rostov-Na-Donu FIR,93.1697,18.4093,73.0447,Winter (Oct–Mar)
Rostov-Na-Donu FIR,95.4388,17.2224,73.8003,Winter (Oct–Mar)
Rostov-Na-Donu FIR,97.7078,15.7187,74.6518,Winter (Oct–Mar)
Rostov-Na-Donu FIR,100.0,0.8962,75.2184,Winter (Oct–Mar)
Rostov-Na-Donu FIR,0.0,77.2973,0.0127,Night (20h–04h)
Rostov-Na-Donu FIR,3.1182,54.9848,0.6277,Night (20h–04h)
Rostov-Na-Donu FIR,6.2365,51.9194,1.234,Night (20h–04h)
Rostov-Na-Donu FIR,9.3547,49.9126,1.8029,Night (20h–04h)
Rostov-Na-Donu FIR,12.473,48.1246,2.4183,Night (20h–04h)
Rostov-Na-Donu FIR,15.6221,46.737,3.0624,Night (20h–04h)
Rostov-Na-Donu FIR,18.7404,45.6712,3.5341,Night (20h–04h)
Rostov-Na-Donu FIR,21.8586,44.4216,4.3642,Night (20h–04h)
Rostov-Na-Donu FIR,24.9768,43.2419,4.8952,Night (20h–04h)
Rostov-Na-Donu FIR,28.0951,41.927,5.8225,Night (20h–04h)
Rostov-Na-Donu FIR,31.2442,40.6985,6.2908,Night (20h–04h)
Rostov-Na-Donu FIR,34.3625,39.6735,6.973,Night (20h–04h)
Rostov-Na-Donu FIR,37.4807,38.5076,8.0816,Night (20h–04h)
Rostov-Na-Donu FIR,40.599,37.4189,9.3362,Night (20h–04h)
Rostov-Na-Donu FIR,43.7481,35.9315,10.2207,Night (20h–04h)
Rostov-Na-Donu FIR,46.8663,34.5887,11.6025,Night (20h–04h)
Rostov-Na-Donu FIR,49.9846,33.4238,13.0195,Night (20h–04h)
Rostov-Na-Donu FIR,53.1028,32.2809,13.9346,Night (20h–04h)
Rostov-Na-Donu FIR,56.2211,30.9941,14.8599,Night (20h–04h)
Rostov-Na-Donu FIR,59.3702,29.6664,16.1829,Night (20h–04h)
Rostov-Na-Donu FIR,62.4884,28.5354,17.2433,Night (20h–04h)
Rostov-Na-Donu FIR,65.6067,27.6577,18.6523,Night (20h–04h)
Rostov-Na-Donu FIR,68.7249,26.6439,19.586,Night (20h–04h)
Rostov-Na-Donu FIR,71.874,25.5771,21.1128,Night (20h–04h)
Rostov-Na-Donu FIR,74.9923,24.6372,22.2976,Night (20h–04h)
Rostov-Na-Donu FIR,78.1105,23.6992,23.8102,Night (20h–04h)
Rostov-Na-Donu FIR,81.2288,22.8602,25.0034,Night (20h–04h)
Rostov-Na-Donu FIR,84.347,22.0207,26.4156,Night (20h–04h)
Rostov-Na-Donu FIR,87.4961,21.2352,27.4939,Night (20h–04h)
Rostov-Na-Donu FIR,90.6144,20.0363,28.6164,Night (20h–04h)
Rostov-Na-Donu FIR,93.7326,18.806,30.0401,Night (20h–04h)
Rostov-Na-Donu FIR,96.8509,17.2052,31.0272,Night (20h–04h)
Rostov-Na-Donu FIR,100.0,0.8962,32.1786,Night (20h–04h)
Rostov-Na-Donu FIR,0.0,77.2973,0.0127,Winter & Night
Rostov-Na-Donu FIR,6.609,40.171,1.87,Winter & Night
Rostov-Na-Donu FIR,13.2798,35.9911,3.8496,Winter & Night
Rostov-Na-Donu FIR,19.9506,33.3341,5.7247,Winter & Night
Rostov-Na-Donu FIR,26.6214,30.8739,6.9988,Winter & Night
Rostov-Na-Donu FIR,33.2922,28.8948,8.7018,Winter & Night
Rostov-Na-Donu FIR,39.9629,27.6329,10.2542,Winter & Night
Rostov-Na-Donu FIR,46.6337,26.21,11.4083,Winter & Night
Rostov-Na-Donu FIR,53.3045,24.9961,13.1166,Winter & Night
Rostov-Na-Donu FIR,59.9753,23.8371,14.7745,Winter & Night
Rostov-Na-Donu FIR,66.6461,22.7282,16.26,Winter & Night
Rostov-Na-Donu FIR,73.3169,21.6701,17.7733,Winter & Night
Rostov-Na-Donu FIR,79.9876,20.7013,18.7745,Winter & Night
Rostov-Na-Donu FIR,86.6584,19.1902,20.4232,Winter & Night
Rostov-Na-Donu FIR,93.3292,17.4278,21.5445,Winter & Night
Rostov-Na-Donu FIR,100.0,0.8962,22.8634,Winter & Night
Yekaterinburg FIR,0.0,100.0,0.0094,All hours
Yekaterinburg FIR,1.1228,59.9462,1.014,All hours
Yekaterinburg FIR,2.2456,55.7879,2.2363,All hours
Yekaterinburg FIR,3.3684,52.8629,2.8925,All hours
Yekaterinburg FIR,4.4913,50.0594,4.198,All hours
Yekaterinburg FIR,5.6141,48.2088,5.0974,All hours
Yekaterinburg FIR,6.7369,46.7067,6.1074,All hours
Yekaterinburg FIR,7.8597,45.5159,7.3506,All hours
Yekaterinburg FIR,8.9825,44.3442,8.1689,All hours
Yekaterinburg FIR,10.1053,43.4219,9.1655,All hours
Yekaterinburg FIR,11.2282,42.4527,10.1101,All hours
Yekaterinburg FIR,12.351,41.7587,11.1052,All hours
Yekaterinburg FIR,13.4738,40.9876,12.3821,All hours
Yekaterinburg FIR,14.5966,40.3367,13.5909,All hours
Yekaterinburg FIR,15.7194,39.7416,14.6735,All hours
Yekaterinburg FIR,16.8538,39.1747,15.9902,All hours
Yekaterinburg FIR,17.9766,38.6614,17.1965,All hours
Yekaterinburg FIR,19.0994,38.1434,18.4255,All hours
Yekaterinburg FIR,20.2222,37.6995,19.3983,All hours
Yekaterinburg FIR,21.3451,37.249,20.7919,All hours
Yekaterinburg FIR,22.4679,36.7753,21.8026,All hours
Yekaterinburg FIR,23.5907,36.3288,23.609,All hours
Yekaterinburg FIR,24.7135,35.9481,24.7684,All hours
Yekaterinburg FIR,25.8363,35.4161,25.8408,All hours
Yekaterinburg FIR,26.9591,35.0399,27.3535,All hours
Yekaterinburg FIR,28.082,34.6354,28.5087,All hours
Yekaterinburg FIR,29.2048,34.2695,29.7007,All hours
Yekaterinburg FIR,30.3276,33.8596,30.655,All hours
Yekaterinburg FIR,31.4504,33.533,31.6564,All hours
Yekaterinburg FIR,32.5732,33.1809,33.0589,All hours
Yekaterinburg FIR,33.7076,32.7874,34.464,All hours
Yekaterinburg FIR,34.8304,32.454,35.7958,All hours
Yekaterinburg FIR,35.9532,32.0982,37.0,All hours
Yekaterinburg FIR,37.0761,31.7836,38.096,All hours
Yekaterinburg FIR,38.1989,31.4127,38.9125,All hours
Yekaterinburg FIR,39.3217,31.052,39.7217,All hours
Yekaterinburg FIR,40.4445,30.7923,40.671,All hours
Yekaterinburg FIR,41.5673,30.5122,42.227,All hours
Yekaterinburg FIR,42.6901,30.1558,43.2533,All hours
Yekaterinburg FIR,43.8129,29.9037,44.1662,All hours
Yekaterinburg FIR,44.9358,29.6046,45.2401,All hours
Yekaterinburg FIR,46.0586,29.2443,46.5751,All hours
Yekaterinburg FIR,47.1814,28.9368,47.8245,All hours
Yekaterinburg FIR,48.3042,28.6756,49.1395,All hours
Yekaterinburg FIR,49.427,28.4102,50.6595,All hours
Yekaterinburg FIR,50.5614,28.1359,51.8079,All hours
Yekaterinburg FIR,51.6842,27.8835,53.1599,All hours
Yekaterinburg FIR,52.807,27.6048,54.7479,All hours
Yekaterinburg FIR,53.9299,27.3219,56.1111,All hours
Yekaterinburg FIR,55.0527,26.9948,57.8415,All hours
Yekaterinburg FIR,56.1755,26.745,58.7732,All hours
Yekaterinburg FIR,57.2983,26.4925,60.2125,All hours
Yekaterinburg FIR,58.4211,26.201,61.1535,All hours
Yekaterinburg FIR,59.5439,25.9514,62.2917,All hours
Yekaterinburg FIR,60.6667,25.6895,63.1895,All hours
Yekaterinburg FIR,61.7896,25.4134,64.8061,All hours
Yekaterinburg FIR,62.9124,25.1623,66.1894,All hours
Yekaterinburg FIR,64.0352,24.8863,67.3288,All hours
Yekaterinburg FIR,65.158,24.6347,68.322,All hours
Yekaterinburg FIR,66.2808,24.4299,69.7581,All hours
Yekaterinburg FIR,67.4152,24.1649,70.9293,All hours
Yekaterinburg FIR,68.538,23.9374,72.35,All hours
Yekaterinburg FIR,69.6608,23.6963,73.5324,All hours
Yekaterinburg FIR,70.7837,23.4171,74.6368,All hours
Yekaterinburg FIR,71.9065,23.1962,76.0148,All hours
Yekaterinburg FIR,73.0293,22.9325,77.2632,All hours
Yekaterinburg FIR,74.1521,22.6653,78.7124,All hours
Yekaterinburg FIR,75.2749,22.3654,79.8805,All hours
Yekaterinburg FIR,76.3977,22.0895,80.5719,All hours
Yekaterinburg FIR,77.5205,21.8111,81.5858,All hours
Yekaterinburg FIR,78.6434,21.5014,83.2995,All hours
Yekaterinburg FIR,79.7662,21.2474,84.3607,All hours
Yekaterinburg FIR,80.889,20.9538,85.5619,All hours
Yekaterinburg FIR,82.0118,20.6826,86.9204,All hours
Yekaterinburg FIR,83.1346,20.392,87.8393,All hours
Yekaterinburg FIR,84.269,20.1124,88.7096,All hours
Yekaterinburg FIR,85.3918,19.8473,89.6582,All hours
Yekaterinburg FIR,86.5146,19.5007,90.527,All hours
Yekaterinburg FIR,87.6375,19.2078,91.4209,All hours
Yekaterinburg FIR,88.7603,18.8618,92.3599,All hours
Yekaterinburg FIR,89.8831,18.4884,93.3244,All hours
Yekaterinburg FIR,91.0059,18.131,94.2096,All hours
Yekaterinburg FIR,92.1287,17.7131,95.1167,All hours
Yekaterinburg FIR,93.2515,17.2252,95.7685,All hours
Yekaterinburg FIR,94.3743,16.679,96.5797,All hours
Yekaterinburg FIR,95.4972,16.0661,97.2556,All hours
Yekaterinburg FIR,96.62,15.3915,98.0093,All hours
Yekaterinburg FIR,97.7428,14.4303,98.9153,All hours
Yekaterinburg FIR,98.8656,12.9274,99.5754,All hours
Yekaterinburg FIR,100.0,0.7048,100.0,All hours
Yekaterinburg FIR,0.0,100.0,0.0094,Winter (Oct–Mar)
Yekaterinburg FIR,2.269,52.5905,2.0258,Winter (Oct–Mar)
Yekaterinburg FIR,4.5381,46.9882,4.3625,Winter (Oct–Mar)
Yekaterinburg FIR,6.8071,43.8782,6.4412,Winter (Oct–Mar)
Yekaterinburg FIR,9.0762,41.6929,8.5367,Winter (Oct–Mar)
Yekaterinburg FIR,11.3452,39.938,10.9813,Winter (Oct–Mar)
Yekaterinburg FIR,13.6143,38.5723,13.3699,Winter (Oct–Mar)
Yekaterinburg FIR,15.9065,37.3521,15.5694,Winter (Oct–Mar)
Yekaterinburg FIR,18.1755,36.2506,18.0538,Winter (Oct–Mar)
Yekaterinburg FIR,20.4445,35.168,20.5371,Winter (Oct–Mar)
Yekaterinburg FIR,22.7136,34.2887,22.7717,Winter (Oct–Mar)
Yekaterinburg FIR,24.9826,33.302,25.1994,Winter (Oct–Mar)
Yekaterinburg FIR,27.2517,32.3783,27.9026,Winter (Oct–Mar)
Yekaterinburg FIR,29.5439,31.5578,29.8209,Winter (Oct–Mar)
Yekaterinburg FIR,31.8129,30.7011,31.7451,Winter (Oct–Mar)
Yekaterinburg FIR,34.082,30.0213,33.7305,Winter (Oct–Mar)
Yekaterinburg FIR,36.351,29.274,35.9978,Winter (Oct–Mar)
Yekaterinburg FIR,38.6201,28.6696,38.3516,Winter (Oct–Mar)
Yekaterinburg FIR,40.8891,28.1042,40.3112,Winter (Oct–Mar)
Yekaterinburg FIR,43.1813,27.5986,42.8353,Winter (Oct–Mar)
Yekaterinburg FIR,45.4503,27.0499,45.095,Winter (Oct–Mar)
Yekaterinburg FIR,47.7194,26.4925,47.253,Winter (Oct–Mar)
Yekaterinburg FIR,49.9884,25.8908,48.8952,Winter (Oct–Mar)
Yekaterinburg FIR,52.2575,25.3564,50.9736,Winter (Oct–Mar)
Yekaterinburg FIR,54.5265,24.8529,52.7147,Winter (Oct–Mar)
Yekaterinburg FIR,56.7956,24.46,54.6627,Winter (Oct–Mar)
Yekaterinburg FIR,59.0878,23.9413,57.0028,Winter (Oct–Mar)
Yekaterinburg FIR,61.3568,23.5411,58.7033,Winter (Oct–Mar)
Yekaterinburg FIR,63.6258,23.1529,60.7538,Winter (Oct–Mar)
Yekaterinburg FIR,65.8949,22.7037,62.9057,Winter (Oct–Mar)
Yekaterinburg FIR,68.1639,22.2085,64.4322,Winter (Oct–Mar)
Yekaterinburg FIR,70.433,21.7376,65.9936,Winter (Oct–Mar)
Yekaterinburg FIR,72.7252,21.2414,67.9997,Winter (Oct–Mar)
Yekaterinburg FIR,74.9942,20.7959,69.7408,Winter (Oct–Mar)
Yekaterinburg FIR,77.2633,20.4136,71.2453,Winter (Oct–Mar)
Yekaterinburg FIR,79.5323,19.9526,72.4675,Winter (Oct–Mar)
Yekaterinburg FIR,81.8013,19.4963,73.6654,Winter (Oct–Mar)
Yekaterinburg FIR,84.0704,18.9705,75.1421,Winter (Oct–Mar)
Yekaterinburg FIR,86.3626,18.4067,76.3534,Winter (Oct–Mar)
