week,region,+80th-percentile,+95th-percentile,Negative,Non-zero,Positive
22,East Asia,0.0153,0.0044,0.0188,0.0679,0.0492
22,Southeast Asia,0.0443,0.014,0.0354,0.1446,0.1092
22,India,0.0244,0.0075,0.0184,0.0795,0.0612
22,China,0.0102,0.0021,0.0132,0.048,0.0348
22,Latin America,0.0207,0.0053,0.0158,0.0759,0.0601
22,USA,0.0096,0.0018,0.0241,0.0631,0.039
22,North Atlantic,0.0255,0.0049,0.0331,0.1018,0.0688
22,North Pacific,0.0265,0.0058,0.0385,0.1172,0.0787
22,Amsterdam FIR,0.0056,0.0006,0.0111,0.0334,0.0223
22,Athinai FIR,0.0022,0.0003,0.0093,0.0197,0.0104
22,Barcelona FIR,0.0159,0.0016,0.0477,0.1061,0.0585
22,Beograd FIR,0.0147,0.0025,0.0178,0.0672,0.0494
22,Bordeaux FIR,0.0301,0.006,0.0411,0.1284,0.0874
22,Bratislava  FIR,0.0121,0.0011,0.0243,0.0737,0.0494
22,Bremen FIR,0.0145,0.001,0.0322,0.0845,0.0523
22,Brest FIR,0.0381,0.0053,0.0208,0.1004,0.0796
22,Brindisi FIR,0.0129,0.0016,0.0438,0.0936,0.0498
22,Brussels FIR,0.01,0.0005,0.0043,0.039,0.0347
22,Bucarest FIR,0.0078,0.0003,0.0172,0.0525,0.0353
22,Budapest FIR,0.0116,0.0007,0.0261,0.0697,0.0436
22,Canarias FIR,0.0027,0.0007,0.002,0.0089,0.0069
22,Chisinau FIR,0.0091,0.0,0.0189,0.0684,0.0494
22,Copenhagen FIR,0.006,0.0003,0.0333,0.0643,0.031
22,Helsinki FIR,0.0143,0.0015,0.0658,0.1129,0.0471
22,Langen FIR,0.0237,0.0014,0.0222,0.0986,0.0763
22,Lisboa FIR,0.0028,0.0006,0.014,0.0253,0.0113
22,Ljubljana FIR,0.0122,0.0001,0.0323,0.0972,0.065
22,London FIR,0.0079,0.0005,0.0097,0.0329,0.0232
22,Madrid FIR,0.0175,0.0022,0.0309,0.0903,0.0595
22,Malta FIR,0.0047,0.0002,0.0228,0.0497,0.0269
22,Marseille FIR,0.0269,0.0045,0.0665,0.1395,0.073
22,Milano FIR,0.0158,0.0019,0.0458,0.101,0.0552
22,Munchen FIR,0.0162,0.0006,0.0426,0.1267,0.0841
22,Paris FIR,0.0154,0.0012,0.0089,0.0602,0.0513
22,Polaris FIR,0.0099,0.0004,0.0407,0.0804,0.0397
22,Praha FIR,0.02,0.0026,0.0431,0.1292,0.0862
22,Reims FIR,0.0198,0.0006,0.0218,0.0895,0.0677
22,Reykjavik FIR,0.0053,0.0001,0.0152,0.045,0.0298
22,Riga FIR,0.0272,0.0038,0.0519,0.1109,0.059
22,Roma FIR,0.0134,0.0016,0.0576,0.1102,0.0526
22,Santa Maria FIR,0.0153,0.0034,0.0145,0.0543,0.0399
22,Sarajevo FIR,0.0111,0.0006,0.0202,0.0805,0.0603
22,Scottish FIR,0.0097,0.0005,0.0186,0.0534,0.0348
22,Shannon FIR,0.0152,0.0026,0.0291,0.0664,0.0374
22,Skopje FIR,0.0058,0.0006,0.0293,0.0675,0.0382
22,Sofia FIR,0.006,0.0007,0.0097,0.037,0.0273
22,Sweden FIR,0.0115,0.0012,0.0537,0.094,0.0403
22,Switzerland FIR,0.0152,0.0009,0.0353,0.1074,0.0721
22,Tallinn FIR,0.022,0.0027,0.0674,0.1264,0.059
22,Tirana FIR,0.0062,0.0011,0.0275,0.0733,0.0458
22,Vilnius FIR,0.0209,0.0044,0.0434,0.0983,0.0549
22,Warszawa FIR,0.017,0.0028,0.0346,0.0905,0.0559
22,Wien FIR,0.014,0.0009,0.0396,0.109,0.0694
22,Zagreb FIR,0.0091,0.0005,0.0342,0.0841,0.05
23,Global,0.0216,0.0057,0.0165,0.0781,0.0616
23,Europe,0.0112,0.0016,0.0263,0.067,0.0407
23,European Airspace,0.0093,0.0014,0.02,0.0529,0.0329
23,Africa Middle East,0.0082,0.0031,0.0043,0.0233,0.0189
23,East Asia,0.02,0.0053,0.027,0.0898,0.0628
23,Southeast Asia,0.0494,0.0164,0.0379,0.1577,0.1198
23,India,0.0233,0.0079,0.0215,0.0843,0.0628
23,China,0.0133,0.0026,0.0206,0.0681,0.0475
23,Latin America,0.0312,0.0084,0.0212,0.1092,0.0879
23,USA,0.0086,0.002,0.0153,0.0494,0.0341
23,North Atlantic,0.0233,0.0041,0.0286,0.0953,0.0667
23,North Pacific,0.0132,0.0017,0.0327,0.08,0.0473
23,Amsterdam FIR,0.0131,0.0005,0.014,0.0632,0.0492
23,Athinai FIR,0.0013,0.0001,0.0066,0.012,0.0055
23,Barcelona FIR,0.011,0.0038,0.0376,0.0708,0.0332
23,Beograd FIR,0.0106,0.0017,0.0258,0.0628,0.037
23,Bordeaux FIR,0.0173,0.001,0.0498,0.1396,0.0898
23,Bratislava  FIR,0.0155,0.001,0.026,0.0957,0.0697
23,Bremen FIR,0.0123,0.0007,0.0177,0.0607,0.043
23,Brest FIR,0.0111,0.0009,0.0374,0.0727,0.0353
23,Brindisi FIR,0.0061,0.0008,0.0197,0.0424,0.0227
23,Brussels FIR,0.0109,0.0018,0.0084,0.0404,0.032
23,Bucarest FIR,0.0093,0.0011,0.0355,0.0802,0.0448
23,Budapest FIR,0.0142,0.0012,0.0255,0.085,0.0594
23,Canarias FIR,0.0028,0.0005,0.0096,0.0243,0.0147
23,Chisinau FIR,0.0148,0.0016,0.0412,0.1078,0.0666
23,Copenhagen FIR,0.0057,0.0001,0.0259,0.0467,0.0207
23,Helsinki FIR,0.0073,0.0002,0.03,0.0582,0.0282
23,Langen FIR,0.0113,0.0005,0.0092,0.0456,0.0364
23,Lisboa FIR,0.0242,0.0056,0.0304,0.0901,0.0598
23,Ljubljana FIR,0.0124,0.0006,0.0406,0.1106,0.07
23,London FIR,0.0094,0.0008,0.0234,0.0559,0.0325
23,Madrid FIR,0.0217,0.0046,0.0415,0.1167,0.0751
23,Malta FIR,0.0011,0.0002,0.0059,0.0111,0.0052
23,Marseille FIR,0.0111,0.0011,0.0401,0.0871,0.047
23,Milano FIR,0.0122,0.002,0.0472,0.1099,0.0627
23,Munchen FIR,0.0147,0.0004,0.0182,0.0813,0.0631
23,Paris FIR,0.0094,0.0014,0.0164,0.0497,0.0333
23,Polaris FIR,0.0022,0.0,0.0231,0.037,0.0139
23,Praha FIR,0.0184,0.0009,0.013,0.0906,0.0776
23,Reims FIR,0.0126,0.0004,0.0194,0.0648,0.0454
23,Reykjavik FIR,0.004,0.0002,0.0135,0.0379,0.0243
23,Riga FIR,0.0069,0.0003,0.0147,0.0418,0.0271
23,Roma FIR,0.0049,0.0006,0.0153,0.0393,0.024
23,Santa Maria FIR,0.0148,0.0033,0.0293,0.0818,0.0526
23,Sarajevo FIR,0.0078,0.0008,0.0259,0.0611,0.0352
23,Scottish FIR,0.0027,0.0001,0.008,0.0188,0.0108
23,Shannon FIR,0.0209,0.0039,0.0257,0.0931,0.0674
23,Skopje FIR,0.0042,0.0005,0.0263,0.0619,0.0357
23,Sofia FIR,0.0077,0.0017,0.0262,0.0591,0.0329
23,Sweden FIR,0.005,0.0001,0.0326,0.0527,0.0201
23,Switzerland FIR,0.0149,0.0004,0.0439,0.1267,0.0828
23,Tallinn FIR,0.0033,0.0004,0.0178,0.0359,0.0182
23,Tirana FIR,0.0058,0.0003,0.0202,0.0478,0.0276
23,Vilnius FIR,0.0067,0.0004,0.0156,0.0413,0.0257
23,Warszawa FIR,0.0132,0.0008,0.0157,0.0596,0.0439
23,Wien FIR,0.0204,0.0006,0.0336,0.1269,0.0933
23,Zagreb FIR,0.0102,0.001,0.0301,0.0714,0.0413
24,Global,0.0223,0.0059,0.0155,0.0778,0.0624
24,Europe,0.0071,0.0004,0.0191,0.0506,0.0315
24,European Airspace,0.0076,0.0008,0.018,0.0483,0.0303
24,Africa Middle East,0.0095,0.0032,0.0056,0.0286,0.023
24,East Asia,0.0216,0.0058,0.0247,0.0942,0.0695
24,Southeast Asia,0.0436,0.0137,0.0361,0.1462,0.1101
24,India,0.0273,0.0091,0.0221,0.0915,0.0693
24,China,0.0162,0.0038,0.0201,0.075,0.0549
24,Latin America,0.0235,0.0066,0.015,0.0825,0.0675
24,USA,0.0071,0.0019,0.0134,0.0406,0.0272
24,North Atlantic,0.0233,0.0055,0.0281,0.0912,0.0632
24,North Pacific,0.0238,0.0033,0.0362,0.1115,0.0753
24,Amsterdam FIR,0.0061,0.0,0.0116,0.0448,0.0332
24,Athinai FIR,0.0017,0.0003,0.0142,0.0277,0.0136
24,Barcelona FIR,0.0019,0.0003,0.0117,0.0232,0.0115
24,Beograd FIR,0.0027,0.0001,0.011,0.026,0.015
24,Bordeaux FIR,0.014,0.0006,0.0147,0.0634,0.0487
24,Bratislava  FIR,0.0074,0.0009,0.028,0.0764,0.0484
24,Bremen FIR,0.0066,0.0001,0.0219,0.0492,0.0274
24,Brest FIR,0.0133,0.0008,0.0247,0.0709,0.0462
24,Brindisi FIR,0.0027,0.0001,0.0258,0.0528,0.027
24,Brussels FIR,0.0083,0.0,0.0088,0.0572,0.0483
24,Bucarest FIR,0.0035,0.0002,0.0127,0.0346,0.0218
24,Budapest FIR,0.0041,0.0003,0.0282,0.0628,0.0347
24,Canarias FIR,0.0015,0.0001,0.004,0.0118,0.0079
24,Chisinau FIR,0.0071,0.0006,0.0135,0.0491,0.0356
24,Copenhagen FIR,0.0039,0.0,0.0156,0.0342,0.0186
24,Helsinki FIR,0.0033,0.0001,0.0185,0.0354,0.0169
24,Langen FIR,0.0097,0.0001,0.0152,0.0586,0.0433
24,Lisboa FIR,0.0048,0.0004,0.0082,0.0281,0.0199
24,Ljubljana FIR,0.0064,0.0001,0.0198,0.0751,0.0553
24,London FIR,0.0072,0.0003,0.0194,0.0476,0.0282
24,Madrid FIR,0.0114,0.0013,0.0164,0.0578,0.0414
24,Malta FIR,0.0032,0.0001,0.0114,0.0286,0.0172
24,Marseille FIR,0.0052,0.0004,0.0165,0.0419,0.0254
24,Milano FIR,0.0077,0.0001,0.0156,0.0575,0.0418
24,Munchen FIR,0.0052,0.0001,0.0263,0.0625,0.0362
24,Paris FIR,0.0109,0.0005,0.019,0.0628,0.0439
24,Polaris FIR,0.0059,0.0001,0.0391,0.0712,0.032
24,Praha FIR,0.0077,0.0008,0.0295,0.0773,0.0479
24,Reims FIR,0.0137,0.0004,0.0144,0.062,0.0476
24,Reykjavik FIR,0.0125,0.0005,0.0429,0.0909,0.0479
24,Riga FIR,0.0082,0.0004,0.0209,0.0495,0.0287
24,Roma FIR,0.0042,0.0001,0.0296,0.0573,0.0277
24,Santa Maria FIR,0.0174,0.0042,0.023,0.073,0.0501
24,Sarajevo FIR,0.0015,0.0001,0.0119,0.0272,0.0154
24,Scottish FIR,0.0082,0.0002,0.0165,0.0519,0.0354
24,Shannon FIR,0.0111,0.0017,0.0217,0.048,0.0263
24,Skopje FIR,0.0053,0.0001,0.0269,0.0609,0.034
24,Sofia FIR,0.003,0.0002,0.0133,0.0353,0.0219
24,Sweden FIR,0.0043,0.0003,0.0258,0.0446,0.0187
24,Switzerland FIR,0.0106,0.0002,0.0106,0.0503,0.0397
24,Tallinn FIR,0.007,0.0009,0.024,0.0433,0.0193
24,Tirana FIR,0.0052,0.0001,0.0257,0.0558,0.0301
24,Vilnius FIR,0.0103,0.0004,0.0163,0.0575,0.0412
24,Warszawa FIR,0.0103,0.0005,0.0293,0.0789,0.0496
24,Wien FIR,0.0076,0.0007,0.0264,0.0765,0.0501
24,Zagreb FIR,0.0026,0.0,0.0158,0.0347,0.0189
25,Global,0.0205,0.0053,0.0153,0.0761,0.0608
25,Europe,0.0074,0.0008,0.0174,0.0471,0.0297
25,European Airspace,0.0055,0.0006,0.0126,0.0345,0.0219
25,Africa Middle East,0.0071,0.0024,0.0042,0.0225,0.0183
25,East Asia,0.0237,0.0062,0.0272,0.1027,0.0755
25,Southeast Asia,0.0533,0.0153,0.0426,0.1823,0.1397
25,India,0.0323,0.0094,0.0255,0.1124,0.0869
25,China,0.0193,0.0045,0.0217,0.0851,0.0634
25,Latin America,0.0197,0.0056,0.0134,0.0707,0.0573
25,USA,0.007,0.0016,0.0141,0.0426,0.0285
25,North Atlantic,0.016,0.0033,0.0272,0.0768,0.0496
25,North Pacific,0.0279,0.0046,0.0336,0.1166,0.083
25,Amsterdam FIR,0.002,0.0001,0.0146,0.0288,0.0142
25,Athinai FIR,0.0,0.0,0.0003,0.0011,0.0007
25,Barcelona FIR,0.0037,0.0006,0.0102,0.0307,0.0205
25,Beograd FIR,0.0038,0.0005,0.0081,0.0239,0.0158
25,Bordeaux FIR,0.0159,0.0014,0.0212,0.0792,0.058
25,Bratislava  FIR,0.012,0.0004,0.0362,0.0939,0.0577
25,Bremen FIR,0.0065,0.0003,0.0243,0.0613,0.037
25,Brest FIR,0.0127,0.0009,0.013,0.0523,0.0393
25,Brindisi FIR,0.001,0.0003,0.0045,0.0084,0.004
25,Brussels FIR,0.0063,0.0004,0.0217,0.0614,0.0398
25,Bucarest FIR,0.0036,0.0004,0.0132,0.0359,0.0226
25,Budapest FIR,0.0099,0.0012,0.03,0.0812,0.0512
25,Canarias FIR,0.0,0.0,0.0002,0.0004,0.0003
25,Chisinau FIR,0.001,0.0,0.0201,0.0434,0.0233
25,Copenhagen FIR,0.0028,0.0001,0.0144,0.0278,0.0134
25,Helsinki FIR,0.0071,0.0001,0.0202,0.0553,0.0351
25,Langen FIR,0.0094,0.0003,0.032,0.0859,0.0538
25,Lisboa FIR,0.0035,0.0002,0.0072,0.0219,0.0147
25,Ljubljana FIR,0.0092,0.0016,0.0211,0.0819,0.0608
25,London FIR,0.005,0.0004,0.019,0.0405,0.0215
25,Madrid FIR,0.0101,0.0016,0.0137,0.0448,0.0311
25,Malta FIR,0.0,0.0,0.0001,0.0002,0.0001
25,Marseille FIR,0.0084,0.0018,0.019,0.0542,0.0352
25,Milano FIR,0.0109,0.0018,0.0296,0.0768,0.0471
25,Munchen FIR,0.0127,0.0007,0.0457,0.1065,0.0608
25,Paris FIR,0.0099,0.001,0.0207,0.0723,0.0516
25,Polaris FIR,0.0046,0.0001,0.0274,0.0505,0.023
25,Praha FIR,0.0156,0.0003,0.0331,0.0914,0.0583
25,Reims FIR,0.0135,0.0013,0.0392,0.1005,0.0613
25,Reykjavik FIR,0.0038,0.0,0.0086,0.0319,0.0233
25,Riga FIR,0.0037,0.0001,0.0317,0.0553,0.0236
25,Roma FIR,0.0008,0.0001,0.0066,0.0116,0.005
25,Santa Maria FIR,0.0094,0.0022,0.0205,0.0534,0.0329
25,Sarajevo FIR,0.0054,0.0009,0.0163,0.038,0.0216
25,Scottish FIR,0.0089,0.0004,0.0206,0.0532,0.0326
25,Shannon FIR,0.0177,0.003,0.0315,0.0815,0.05
25,Skopje FIR,0.0008,0.0,0.0014,0.0074,0.006
25,Sofia FIR,0.0021,0.0003,0.002,0.009,0.0069
25,Sweden FIR,0.0041,0.0001,0.0254,0.0507,0.0253
25,Switzerland FIR,0.0153,0.0022,0.0442,0.108,0.0638
25,Tallinn FIR,0.0044,0.0002,0.0304,0.0547,0.0242
25,Tirana FIR,0.0,0.0,0.0008,0.001,0.0003
25,Vilnius FIR,0.005,0.0002,0.0329,0.0607,0.0277
25,Warszawa FIR,0.0157,0.0025,0.0299,0.0911,0.0613
25,Wien FIR,0.0144,0.0019,0.0343,0.101,0.0668
25,Zagreb FIR,0.0057,0.0007,0.0174,0.0496,0.0322
26,Global,0.0199,0.0053,0.0136,0.0712,0.0576
26,Europe,0.0045,0.0006,0.0132,0.0344,0.0212
26,European Airspace,0.0043,0.0007,0.0104,0.0272,0.0168
26,Africa Middle East,0.0132,0.0052,0.0056,0.0345,0.0289
26,East Asia,0.0194,0.0051,0.0245,0.0913,0.0668
26,Southeast Asia,0.037,0.0104,0.0313,0.1322,0.1009
26,India,0.0323,0.0076,0.0263,0.1231,0.0968
26,China,0.0192,0.0042,0.0209,0.0872,0.0663
26,Latin America,0.0144,0.0037,0.011,0.0558,0.0448
26,USA,0.0049,0.0011,0.011,0.0335,0.0226
26,North Atlantic,0.0141,0.0029,0.022,0.0657,0.0437
26,North Pacific,0.0208,0.0034,0.0245,0.0896,0.0651
26,Amsterdam FIR,0.0022,0.0001,0.0191,0.0354,0.0163
26,Athinai FIR,0.0,0.0,0.0001,0.0002,0.0001
26,Barcelona FIR,0.0045,0.0013,0.0229,0.0459,0.023
26,Beograd FIR,0.004,0.0005,0.0098,0.0305,0.0206
26,Bordeaux FIR,0.0092,0.0011,0.0132,0.0496,0.0364
26,Bratislava  FIR,0.0077,0.0014,0.0239,0.0682,0.0443
26,Bremen FIR,0.0065,0.0004,0.0158,0.0478,0.032
26,Brest FIR,0.0112,0.0018,0.0191,0.0475,0.0284
26,Brindisi FIR,0.0005,0.0,0.0041,0.0069,0.0027
26,Brussels FIR,0.0052,0.0005,0.0192,0.057,0.0378
26,Bucarest FIR,0.0055,0.0005,0.0104,0.0394,0.029
26,Budapest FIR,0.0095,0.0011,0.0212,0.0676,0.0464
26,Canarias FIR,0.0,0.0,0.0,0.0001,0.0001
26,Chisinau FIR,0.0002,0.0,0.0019,0.0068,0.0049
26,Copenhagen FIR,0.0042,0.0003,0.0107,0.0332,0.0225
26,Helsinki FIR,0.0082,0.001,0.0274,0.0554,0.028
26,Langen FIR,0.0061,0.0004,0.0166,0.0578,0.0412
26,Lisboa FIR,0.0033,0.0005,0.0046,0.0155,0.0108
26,Ljubljana FIR,0.0062,0.0003,0.0228,0.0689,0.0461
26,London FIR,0.003,0.0001,0.013,0.028,0.015
26,Madrid FIR,0.0061,0.0012,0.0189,0.0493,0.0305
26,Malta FIR,0.0,0.0,0.0,0.0001,0.0001
26,Marseille FIR,0.0043,0.0002,0.0203,0.0419,0.0216
26,Milano FIR,0.0036,0.0002,0.0166,0.0471,0.0305
26,Munchen FIR,0.0092,0.0009,0.0208,0.0635,0.0427
26,Paris FIR,0.0054,0.0004,0.021,0.056,0.0349
26,Polaris FIR,0.0026,0.0001,0.0154,0.0317,0.0163
26,Praha FIR,0.0075,0.0008,0.0249,0.0609,0.036
26,Reims FIR,0.0044,0.0001,0.0211,0.0684,0.0473
26,Reykjavik FIR,0.0019,0.0,0.0174,0.0338,0.0163
26,Riga FIR,0.0109,0.0024,0.0239,0.0589,0.0349
26,Roma FIR,0.0006,0.0,0.0017,0.0038,0.0021
26,Santa Maria FIR,0.0079,0.0018,0.0117,0.0361,0.0245
26,Sarajevo FIR,0.0037,0.0001,0.0057,0.0267,0.0209
26,Scottish FIR,0.0022,0.0,0.0076,0.0189,0.0113
26,Shannon FIR,0.0071,0.0003,0.0094,0.0356,0.0263
26,Skopje FIR,0.0009,0.0,0.0023,0.0103,0.008
26,Sofia FIR,0.0023,0.0005,0.0019,0.0115,0.0096
26,Sweden FIR,0.0055,0.0008,0.0237,0.0461,0.0224
26,Switzerland FIR,0.005,0.0002,0.0299,0.0836,0.0537
26,Tallinn FIR,0.0108,0.0016,0.025,0.0606,0.0356
26,Tirana FIR,0.0,0.0,0.005,0.0055,0.0005
26,Vilnius FIR,0.012,0.0026,0.0159,0.0494,0.0335
26,Warszawa FIR,0.0092,0.0016,0.0239,0.0624,0.0385
26,Wien FIR,0.0073,0.0011,0.0209,0.0673,0.0464
26,Zagreb FIR,0.0045,0.0003,0.0094,0.0336,0.0242
27,Global,0.0213,0.0057,0.0136,0.0744,0.0608
27,Europe,0.0068,0.0006,0.0127,0.0391,0.0264
27,European Airspace,0.0054,0.0005,0.0104,0.0311,0.0206
27,Africa Middle East,0.0198,0.0079,0.0081,0.0497,0.0417
27,East Asia,0.0157,0.0049,0.0174,0.0637,0.0463
27,Southeast Asia,0.0433,0.0119,0.0365,0.1564,0.1199
27,India,0.0434,0.0118,0.029,0.1476,0.1186
27,China,0.0153,0.0035,0.0149,0.0644,0.0496
27,Latin America,0.0137,0.0045,0.0089,0.0459,0.0371
27,USA,0.0068,0.0019,0.0119,0.0385,0.0266
27,North Atlantic,0.012,0.0019,0.0181,0.0545,0.0364
27,North Pacific,0.0239,0.0052,0.0193,0.082,0.0627
27,Amsterdam FIR,0.0093,0.0003,0.0144,0.0576,0.0432
27,Athinai FIR,0.0005,0.0,0.0021,0.0045,0.0024
27,Barcelona FIR,0.0009,0.0,0.0096,0.0179,0.0084
27,Beograd FIR,0.0037,0.0004,0.0089,0.0272,0.0183
27,Bordeaux FIR,0.0096,0.0006,0.0166,0.0617,0.0451
27,Bratislava  FIR,0.0055,0.0005,0.0167,0.0551,0.0384
27,Bremen FIR,0.0083,0.0001,0.0192,0.0547,0.0355
27,Brest FIR,0.0244,0.004,0.0218,0.083,0.0612
27,Brindisi FIR,0.0021,0.0001,0.0044,0.0126,0.0082
27,Brussels FIR,0.0115,0.0003,0.0144,0.0587,0.0443
27,Bucarest FIR,0.006,0.0003,0.0221,0.056,0.0339
27,Budapest FIR,0.0079,0.0004,0.0214,0.0671,0.0456
27,Canarias FIR,0.0,0.0,0.0002,0.0005,0.0003
27,Chisinau FIR,0.0061,0.0,0.0177,0.0536,0.0359
27,Copenhagen FIR,0.0076,0.0001,0.0169,0.0545,0.0377
27,Helsinki FIR,0.0018,0.0,0.0116,0.0342,0.0226
27,Langen FIR,0.0076,0.0003,0.0176,0.0577,0.0401
27,Lisboa FIR,0.0,0.0,0.0004,0.0007,0.0003
27,Ljubljana FIR,0.0067,0.0008,0.0207,0.0569,0.0363
27,London FIR,0.0123,0.0008,0.0123,0.0546,0.0423
27,Madrid FIR,0.0026,0.0005,0.0084,0.0196,0.0111
27,Malta FIR,0.0,0.0,0.0001,0.0002,0.0001
27,Marseille FIR,0.0048,0.0004,0.0187,0.0413,0.0226
27,Milano FIR,0.0087,0.0022,0.0166,0.0478,0.0312
27,Munchen FIR,0.01,0.0004,0.016,0.0598,0.0438
27,Paris FIR,0.0147,0.0005,0.0152,0.0637,0.0485
27,Polaris FIR,0.0042,0.0001,0.0134,0.0346,0.0212
27,Praha FIR,0.0066,0.0009,0.0114,0.0463,0.0349
27,Reims FIR,0.0081,0.0002,0.0242,0.0719,0.0478
27,Reykjavik FIR,0.012,0.0001,0.0186,0.0637,0.0452
27,Riga FIR,0.0101,0.0011,0.0238,0.064,0.0402
27,Roma FIR,0.0007,0.0001,0.0047,0.0108,0.0061
27,Santa Maria FIR,0.0014,0.0003,0.0029,0.0076,0.0047
27,Sarajevo FIR,0.0033,0.0005,0.0096,0.0345,0.0249
27,Scottish FIR,0.0118,0.0006,0.0195,0.0586,0.0391
27,Shannon FIR,0.0121,0.0013,0.0232,0.0612,0.038
27,Skopje FIR,0.0032,0.0001,0.0065,0.0179,0.0114
27,Sofia FIR,0.0041,0.0003,0.0137,0.0329,0.0191
27,Sweden FIR,0.0029,0.0001,0.0116,0.0312,0.0196
27,Switzerland FIR,0.0106,0.0004,0.0162,0.0697,0.0535
27,Tallinn FIR,0.0043,0.0001,0.0307,0.0628,0.032
27,Tirana FIR,0.003,0.0001,0.0042,0.0124,0.0081
27,Vilnius FIR,0.0125,0.0019,0.0199,0.064,0.0442
27,Warszawa FIR,0.0065,0.0005,0.016,0.0501,0.0341
27,Wien FIR,0.0093,0.0004,0.0182,0.0676,0.0494
27,Zagreb FIR,0.0032,0.0002,0.0097,0.0325,0.0228
28,Global,0.0219,0.0057,0.0139,0.0763,0.0624
28,Europe,0.005,0.0003,0.0108,0.0324,0.0216
28,European Airspace,0.0047,0.0004,0.0114,0.03,0.0186
28,Africa Middle East,0.0121,0.0039,0.0063,0.0365,0.0303
28,East Asia,0.0165,0.0044,0.0185,0.0708,0.0523
28,Southeast Asia,0.0519,0.0163,0.0427,0.1794,0.1368
28,India,0.0369,0.0097,0.0287,0.1342,0.1055
28,China,0.0149,0.0031,0.0149,0.0662,0.0513
28,Latin America,0.0155,0.0044,0.011,0.0611,0.0501
28,USA,0.0049,0.0012,0.0103,0.0307,0.0204
28,North Atlantic,0.0142,0.002,0.0264,0.0723,0.0459
28,North Pacific,0.0359,0.0077,0.0228,0.1103,0.0875
28,Amsterdam FIR,0.005,0.0002,0.0182,0.0485,0.0303
28,Athinai FIR,0.0,0.0,0.0,0.0,0.0
28,Barcelona FIR,0.0001,0.0,0.0013,0.0024,0.0011
28,Beograd FIR,0.0,0.0,0.0004,0.0009,0.0005
28,Bordeaux FIR,0.0044,0.0004,0.0131,0.0331,0.02
28,Bratislava  FIR,0.0036,0.0004,0.0095,0.0285,0.019
28,Bremen FIR,0.0048,0.0003,0.0232,0.0483,0.025
28,Brest FIR,0.0077,0.0002,0.0077,0.0406,0.0329
28,Brindisi FIR,0.0,0.0,0.0,0.0004,0.0004
28,Brussels FIR,0.006,0.0005,0.0153,0.038,0.0227
28,Bucarest FIR,0.0001,0.0,0.0005,0.0013,0.0008
28,Budapest FIR,0.0014,0.0001,0.0051,0.0129,0.0079
28,Canarias FIR,0.0,0.0,0.0,0.0,0.0
28,Chisinau FIR,0.0004,0.0,0.0007,0.0019,0.0012
28,Copenhagen FIR,0.0054,0.0002,0.0293,0.0695,0.0402
28,Helsinki FIR,0.0068,0.0003,0.0226,0.0535,0.0309
28,Langen FIR,0.004,0.0004,0.0148,0.0351,0.0203
28,Lisboa FIR,0.0025,0.0001,0.0039,0.0101,0.0062
28,Ljubljana FIR,0.0006,0.0,0.0054,0.0177,0.0123
28,London FIR,0.0082,0.0001,0.009,0.0493,0.0403
28,Madrid FIR,0.0038,0.0001,0.0051,0.0195,0.0144
28,Malta FIR,0.0,0.0,0.0,0.0,0.0
28,Marseille FIR,0.0025,0.0002,0.0041,0.0123,0.0082
28,Milano FIR,0.0042,0.0003,0.0052,0.0192,0.014
28,Munchen FIR,0.0061,0.0007,0.0183,0.042,0.0237
28,Paris FIR,0.0039,0.0002,0.0116,0.0312,0.0196
28,Polaris FIR,0.0072,0.0005,0.0327,0.0651,0.0324
28,Praha FIR,0.0058,0.0004,0.0116,0.0424,0.0309
28,Reims FIR,0.0052,0.0003,0.0092,0.029,0.0198
28,Reykjavik FIR,0.0219,0.0021,0.0401,0.1213,0.0812
28,Riga FIR,0.0088,0.0008,0.0249,0.0667,0.0417
28,Roma FIR,0.0001,0.0,0.0002,0.0007,0.0005
28,Santa Maria FIR,0.0018,0.0002,0.0052,0.0134,0.0083
28,Sarajevo FIR,0.0001,0.0,0.0003,0.0025,0.0022
28,Scottish FIR,0.0179,0.0014,0.0297,0.091,0.0613
28,Shannon FIR,0.0112,0.0008,0.0189,0.0489,0.03
28,Skopje FIR,0.0,0.0,0.0,0.0,0.0
28,Sofia FIR,0.0,0.0,0.0,0.0,0.0
28,Sweden FIR,0.0074,0.0002,0.0285,0.0702,0.0417
28,Switzerland FIR,0.0068,0.0004,0.0103,0.0386,0.0282
28,Tallinn FIR,0.0091,0.0003,0.0289,0.0731,0.0442
28,Tirana FIR,0.0,0.0,0.0,0.0,0.0
28,Vilnius FIR,0.0068,0.0008,0.0213,0.0637,0.0423
28,Warszawa FIR,0.0066,0.0004,0.0172,0.0541,0.0369
28,Wien FIR,0.0032,0.0002,0.0095,0.0329,0.0234
28,Zagreb FIR,0.0001,0.0,0.0015,0.0058,0.0043
29,Global,0.0204,0.0053,0.0139,0.0737,0.0598
29,Europe,0.0064,0.0006,0.0127,0.0352,0.0224
29,European Airspace,0.0051,0.0005,0.0109,0.0294,0.0185
29,Africa Middle East,0.0143,0.0049,0.0061,0.04,0.034
29,East Asia,0.0222,0.0065,0.025,0.0899,0.0648
29,Southeast Asia,0.0434,0.0138,0.0355,0.1485,0.113
29,India,0.034,0.0079,0.0275,0.1309,0.1034
29,China,0.0139,0.0029,0.0136,0.0601,0.0465
29,Latin America,0.0133,0.0027,0.0098,0.0518,0.042
