week,region,FL270-290,FL300-320,FL330-350,FL360-380,FL390-410,FL420-440
19,Switzerland FIR,0.011,0.0353,0.0345,0.003,0.0,0.0
19,Tallinn FIR,0.03,0.0736,0.0466,0.0043,0.0,0.0
19,Tirana FIR,0.0003,0.0599,0.1056,0.0283,0.0,0.0
19,Vilnius FIR,0.0443,0.08,0.0614,0.0135,0.0,0.0
19,Warszawa FIR,0.0243,0.0851,0.0865,0.0267,0.0014,0.0
19,Wien FIR,0.0094,0.094,0.1074,0.0149,0.0,0.0
19,Zagreb FIR,0.0009,0.0742,0.1062,0.0228,0.0,0.0
20,Global,0.0097,0.0188,0.0249,0.0177,0.0202,0.0238
20,Europe,0.0037,0.0255,0.0397,0.0186,0.0034,0.0002
20,European Airspace,0.0045,0.0217,0.0324,0.0165,0.0025,0.0003
20,Africa Middle East,0.0,0.0006,0.0044,0.0093,0.0229,0.0231
20,East Asia,0.0,0.0012,0.0074,0.0323,0.0473,0.0283
20,Southeast Asia,0.0,0.0,0.0,0.0039,0.0694,0.1318
20,India,0.0,0.0,0.0002,0.0008,0.0208,0.0446
20,China,0.0004,0.0027,0.0165,0.0277,0.0203,0.0127
20,Latin America,0.0043,0.0083,0.0108,0.0135,0.0278,0.0373
20,USA,0.0005,0.0078,0.0151,0.009,0.0031,0.0016
20,North Atlantic,0.0041,0.0372,0.0827,0.0427,0.0035,0.0002
20,North Pacific,0.006,0.0147,0.0362,0.0445,0.0318,0.0149
20,Amsterdam FIR,0.0021,0.0461,0.0504,0.0067,0.0,0.0
20,Athinai FIR,0.0001,0.0088,0.0331,0.0313,0.0028,0.0
20,Barcelona FIR,0.0,0.0071,0.0188,0.0163,0.014,0.0005
20,Beograd FIR,0.0074,0.0353,0.0742,0.0374,0.0008,0.0
20,Bordeaux FIR,0.0068,0.0075,0.0138,0.0123,0.0062,0.0
20,Bratislava  FIR,0.0014,0.011,0.0135,0.0001,0.0,0.0
20,Bremen FIR,0.0025,0.015,0.0094,0.0003,0.0,0.0
20,Brest FIR,0.0137,0.0054,0.0143,0.011,0.0011,0.0
20,Brindisi FIR,0.0002,0.0481,0.0873,0.0461,0.0033,0.0
20,Brussels FIR,0.0142,0.0506,0.0569,0.0175,0.0,0.0
20,Bucarest FIR,0.0062,0.0146,0.0242,0.0082,0.0005,0.0
20,Budapest FIR,0.0136,0.0461,0.0393,0.0021,0.0,0.0
20,Canarias FIR,0.0,0.0001,0.0076,0.0144,0.0093,0.0014
20,Chisinau FIR,0.0003,0.0007,0.0003,0.0,0.0,0.0
20,Copenhagen FIR,0.0002,0.0052,0.0117,0.0051,0.0001,0.0
20,Helsinki FIR,0.0028,0.0382,0.0727,0.0251,0.0023,0.0
20,Langen FIR,0.0057,0.0587,0.0598,0.011,0.0,0.0
20,Lisboa FIR,0.0,0.0016,0.0064,0.0075,0.0124,0.0031
20,Ljubljana FIR,0.0002,0.0621,0.0958,0.0046,0.0,0.0
20,London FIR,0.009,0.0441,0.0528,0.0184,0.0,0.0
20,Madrid FIR,0.0023,0.003,0.0057,0.0082,0.0101,0.0001
20,Malta FIR,0.0,0.0006,0.0141,0.0106,0.0008,0.0
20,Marseille FIR,0.0007,0.0223,0.0352,0.0128,0.0008,0.0
20,Milano FIR,0.0006,0.0389,0.0509,0.0064,0.0,0.0
20,Munchen FIR,0.0017,0.0374,0.0351,0.0051,0.0,0.0
20,Paris FIR,0.0213,0.0236,0.031,0.0297,0.0047,0.0
20,Polaris FIR,0.0068,0.0516,0.0829,0.0449,0.0015,0.0
20,Praha FIR,0.0013,0.0217,0.0146,0.0004,0.0,0.0
20,Reims FIR,0.0116,0.0328,0.0405,0.0253,0.0001,0.0
20,Reykjavik FIR,0.012,0.0312,0.032,0.0088,0.0001,0.0
20,Riga FIR,0.0129,0.0547,0.0478,0.0191,0.0,0.0
20,Roma FIR,0.0001,0.0302,0.0764,0.0518,0.0038,0.0
20,Santa Maria FIR,0.0,0.0043,0.0182,0.0133,0.0078,0.0041
20,Sarajevo FIR,0.0081,0.053,0.0892,0.0417,0.0003,0.0
20,Scottish FIR,0.0036,0.0641,0.0991,0.0328,0.0,0.0
20,Shannon FIR,0.0032,0.0301,0.0332,0.0154,0.0,0.0
20,Skopje FIR,0.0032,0.0315,0.0595,0.0336,0.0011,0.0
20,Sofia FIR,0.0009,0.0071,0.0171,0.0158,0.0046,0.0
20,Sweden FIR,0.0031,0.0444,0.0643,0.0322,0.003,0.0
20,Switzerland FIR,0.0011,0.0167,0.0377,0.0204,0.0,0.0
20,Tallinn FIR,0.0103,0.0554,0.0484,0.0243,0.0056,0.0
20,Tirana FIR,0.0006,0.0466,0.0786,0.0374,0.0002,0.0
20,Vilnius FIR,0.0164,0.0345,0.043,0.0094,0.0,0.0
20,Warszawa FIR,0.0043,0.0073,0.0053,0.0,0.0,0.0
20,Wien FIR,0.0004,0.034,0.0414,0.0031,0.0,0.0
20,Zagreb FIR,0.0041,0.0635,0.0895,0.0266,0.0,0.0
21,Global,0.01,0.0198,0.0257,0.0205,0.0248,0.027
21,Europe,0.0059,0.0277,0.0345,0.0106,0.0009,0.0
21,European Airspace,0.0036,0.0211,0.0312,0.0165,0.0025,0.0
21,Africa Middle East,0.0,0.0014,0.0043,0.0064,0.0147,0.0126
21,East Asia,0.0001,0.0011,0.0064,0.0227,0.0583,0.0701
21,Southeast Asia,0.0,0.0,0.0,0.0005,0.0651,0.1573
21,India,0.0,0.0,0.0,0.0001,0.0311,0.101
21,China,0.0008,0.0023,0.0112,0.0183,0.0248,0.0302
21,Latin America,0.0059,0.0108,0.0136,0.0149,0.0308,0.0407
21,USA,0.0009,0.005,0.0095,0.0124,0.009,0.001
21,North Atlantic,0.0073,0.0279,0.052,0.0358,0.0118,0.0004
21,North Pacific,0.005,0.0158,0.0479,0.0624,0.0462,0.0108
21,Amsterdam FIR,0.0092,0.0228,0.0285,0.0038,0.0,0.0
21,Athinai FIR,0.0,0.0053,0.0108,0.0043,0.0007,0.0
21,Barcelona FIR,0.0015,0.0219,0.0388,0.0214,0.0027,0.0
21,Beograd FIR,0.0008,0.0641,0.0775,0.0034,0.0,0.0
21,Bordeaux FIR,0.0101,0.0161,0.0485,0.0283,0.0007,0.0
21,Bratislava  FIR,0.001,0.0706,0.0776,0.0044,0.0,0.0
21,Bremen FIR,0.0091,0.0504,0.0365,0.0019,0.0,0.0
21,Brest FIR,0.0139,0.0183,0.0249,0.005,0.0,0.0
21,Brindisi FIR,0.0002,0.0173,0.0134,0.0008,0.0002,0.0
21,Brussels FIR,0.0243,0.0215,0.0156,0.0001,0.0,0.0
21,Bucarest FIR,0.0022,0.033,0.0274,0.003,0.0,0.0
21,Budapest FIR,0.0023,0.1016,0.0848,0.0047,0.0,0.0
21,Canarias FIR,0.0,0.0005,0.0052,0.0149,0.0045,0.0003
21,Chisinau FIR,0.0005,0.0199,0.0333,0.0064,0.0,0.0
21,Copenhagen FIR,0.0032,0.0228,0.0221,0.0029,0.0,0.0
21,Helsinki FIR,0.0042,0.0432,0.0772,0.0505,0.0027,0.0
21,Langen FIR,0.0112,0.0402,0.0626,0.0039,0.0,0.0
21,Lisboa FIR,0.0001,0.0127,0.0279,0.0236,0.0031,0.0
21,Ljubljana FIR,0.0062,0.053,0.0552,0.0051,0.0,0.0
21,London FIR,0.0157,0.028,0.0143,0.0008,0.0,0.0
21,Madrid FIR,0.0013,0.021,0.0534,0.0333,0.0036,0.0
21,Malta FIR,0.0,0.0002,0.0056,0.0049,0.0002,0.0
21,Marseille FIR,0.0028,0.0174,0.036,0.0265,0.0049,0.0
21,Milano FIR,0.0057,0.0154,0.0481,0.0096,0.0006,0.0
21,Munchen FIR,0.0162,0.0631,0.0737,0.0047,0.0,0.0
21,Paris FIR,0.0115,0.0114,0.0066,0.0005,0.0,0.0
21,Polaris FIR,0.005,0.0316,0.0367,0.0213,0.0016,0.0
21,Praha FIR,0.0124,0.0932,0.0756,0.0052,0.0,0.0
21,Reims FIR,0.0151,0.0291,0.0428,0.0061,0.0,0.0
21,Reykjavik FIR,0.0088,0.0361,0.0459,0.0164,0.0007,0.0
21,Riga FIR,0.0022,0.0073,0.0171,0.0048,0.0,0.0
21,Roma FIR,0.0001,0.012,0.008,0.0014,0.0002,0.0
21,Santa Maria FIR,0.0,0.0088,0.042,0.0538,0.0317,0.0078
21,Sarajevo FIR,0.0015,0.0392,0.0663,0.0019,0.0,0.0
21,Scottish FIR,0.0102,0.036,0.0297,0.0116,0.0001,0.0
21,Shannon FIR,0.012,0.0351,0.0128,0.0041,0.0,0.0
21,Skopje FIR,0.0001,0.0333,0.0438,0.0027,0.0,0.0
21,Sofia FIR,0.0009,0.0267,0.0175,0.0004,0.0,0.0
21,Sweden FIR,0.0018,0.0305,0.0498,0.0297,0.0018,0.0
21,Switzerland FIR,0.0154,0.0429,0.0718,0.0086,0.0,0.0
21,Tallinn FIR,0.0,0.0127,0.0198,0.0208,0.0003,0.0
21,Tirana FIR,0.0007,0.0125,0.0308,0.0003,0.0,0.0
21,Vilnius FIR,0.0135,0.0414,0.0234,0.0006,0.0,0.0
21,Warszawa FIR,0.0057,0.0667,0.0772,0.0118,0.0,0.0
21,Wien FIR,0.0145,0.0619,0.0618,0.0067,0.0,0.0
21,Zagreb FIR,0.0018,0.0508,0.0528,0.0031,0.0,0.0
22,Global,0.0103,0.0197,0.0244,0.0185,0.0247,0.0291
22,Europe,0.0017,0.0179,0.0385,0.0257,0.0075,0.0008
22,European Airspace,0.0015,0.0141,0.0286,0.0218,0.008,0.0005
22,Africa Middle East,0.0,0.0004,0.0022,0.0069,0.0197,0.0187
22,East Asia,0.0001,0.0016,0.0021,0.0057,0.031,0.0515
22,Southeast Asia,0.0,0.0,0.0,0.0043,0.0855,0.1757
22,India,0.0,0.0,0.0,0.0011,0.0439,0.1016
22,China,0.0008,0.0061,0.0067,0.0013,0.0137,0.0326
22,Latin America,0.005,0.0168,0.0246,0.0186,0.0282,0.0309
22,USA,0.0008,0.0044,0.0167,0.0221,0.0096,0.0036
22,North Atlantic,0.0019,0.0072,0.0448,0.0671,0.0303,0.0018
22,North Pacific,0.0069,0.0124,0.026,0.0395,0.0441,0.0299
22,Amsterdam FIR,0.0043,0.0205,0.0089,0.0,0.0,0.0
22,Athinai FIR,0.0,0.0055,0.0058,0.0017,0.0002,0.0
22,Barcelona FIR,0.0,0.0103,0.0412,0.0291,0.014,0.0008
22,Beograd FIR,0.0,0.0258,0.0493,0.0129,0.0,0.0
22,Bordeaux FIR,0.0006,0.0111,0.0708,0.0814,0.0163,0.0
22,Bratislava  FIR,0.0004,0.0401,0.0321,0.0,0.0,0.0
22,Bremen FIR,0.0086,0.0529,0.0254,0.0001,0.0,0.0
22,Brest FIR,0.0008,0.0068,0.0764,0.1166,0.0281,0.0
22,Brindisi FIR,0.0,0.0296,0.0357,0.011,0.0011,0.0
22,Brussels FIR,0.0005,0.0318,0.0279,0.0,0.0,0.0
22,Bucarest FIR,0.0018,0.022,0.0213,0.0019,0.0,0.0
22,Budapest FIR,0.0001,0.0403,0.0293,0.0,0.0,0.0
22,Canarias FIR,0.0,0.0,0.0001,0.0052,0.0091,0.002
22,Chisinau FIR,0.0013,0.0265,0.027,0.0,0.0,0.0
22,Copenhagen FIR,0.0107,0.0189,0.0063,0.0002,0.0,0.0
22,Helsinki FIR,0.0017,0.039,0.041,0.004,0.0002,0.0
22,Langen FIR,0.0018,0.0812,0.0584,0.0006,0.0,0.0
22,Lisboa FIR,0.0,0.0001,0.0055,0.0083,0.0019,0.0007
22,Ljubljana FIR,0.0001,0.0263,0.0423,0.0043,0.0,0.0
22,London FIR,0.0006,0.0067,0.03,0.0098,0.0002,0.0
22,Madrid FIR,0.0,0.0034,0.0327,0.0361,0.0251,0.0075
22,Malta FIR,0.0,0.0062,0.0141,0.005,0.0026,0.0
22,Marseille FIR,0.0001,0.0136,0.0681,0.0661,0.0132,0.0001
22,Milano FIR,0.0,0.0241,0.0484,0.0205,0.0019,0.0
22,Munchen FIR,0.0003,0.0532,0.043,0.001,0.0,0.0
22,Paris FIR,0.0017,0.0102,0.0521,0.0276,0.0008,0.0
22,Polaris FIR,0.007,0.0354,0.0167,0.0005,0.0,0.0
22,Praha FIR,0.0035,0.0663,0.0481,0.0021,0.0,0.0
22,Reims FIR,0.0073,0.0416,0.0584,0.0115,0.0,0.0
22,Reykjavik FIR,0.0089,0.0198,0.0031,0.0001,0.0,0.0
22,Riga FIR,0.0012,0.0779,0.0826,0.0015,0.0,0.0
22,Roma FIR,0.0,0.0137,0.0399,0.021,0.0061,0.0
22,Santa Maria FIR,0.0001,0.0006,0.0193,0.0416,0.0269,0.0033
22,Sarajevo FIR,0.0,0.0255,0.0384,0.0028,0.0,0.0
22,Scottish FIR,0.0045,0.0096,0.0334,0.0104,0.0002,0.0
22,Shannon FIR,0.0,0.0127,0.0404,0.0292,0.009,0.0
22,Skopje FIR,0.0,0.0088,0.0198,0.0065,0.0,0.0
22,Sofia FIR,0.0001,0.0166,0.0171,0.0021,0.0,0.0
22,Sweden FIR,0.0048,0.0379,0.0254,0.0007,0.0,0.0
22,Switzerland FIR,0.0035,0.0285,0.049,0.0103,0.0,0.0
22,Tallinn FIR,0.0004,0.0525,0.0719,0.007,0.0002,0.0
22,Tirana FIR,0.0,0.0066,0.0215,0.0091,0.0002,0.0
22,Vilnius FIR,0.001,0.0538,0.0695,0.0014,0.0,0.0
22,Warszawa FIR,0.002,0.0523,0.047,0.0009,0.0,0.0
22,Wien FIR,0.001,0.0443,0.0358,0.0026,0.0,0.0
22,Zagreb FIR,0.0,0.0181,0.0328,0.0035,0.0,0.0
23,Global,0.0091,0.0189,0.0258,0.0207,0.0254,0.0296
23,Europe,0.0011,0.0091,0.0293,0.0215,0.0058,0.0
23,European Airspace,0.0015,0.0084,0.0231,0.0165,0.0052,0.001
23,Africa Middle East,0.0,0.0009,0.0034,0.0095,0.0182,0.0171
23,East Asia,0.0,0.0028,0.0115,0.0166,0.0353,0.0537
23,Southeast Asia,0.0,0.0,0.0,0.0113,0.1012,0.1836
23,India,0.0,0.0,0.0,0.0037,0.0502,0.0858
23,China,0.0002,0.0062,0.0198,0.0113,0.0143,0.0283
23,Latin America,0.0101,0.023,0.0372,0.0317,0.0389,0.046
23,USA,0.0,0.0004,0.0062,0.0208,0.0177,0.0068
23,North Atlantic,0.0003,0.0153,0.0595,0.0498,0.0147,0.0005
23,North Pacific,0.006,0.0129,0.0197,0.0207,0.0161,0.004
23,Amsterdam FIR,0.0053,0.021,0.0455,0.0069,0.0,0.0
23,Athinai FIR,0.0,0.0,0.0053,0.0023,0.0002,0.0
23,Barcelona FIR,0.0,0.0001,0.0108,0.0297,0.0255,0.0
23,Beograd FIR,0.0,0.0042,0.0336,0.0238,0.0021,0.0
23,Bordeaux FIR,0.0,0.0089,0.0567,0.0327,0.0057,0.0
23,Bratislava  FIR,0.0,0.023,0.0626,0.0074,0.0,0.0
23,Bremen FIR,0.0012,0.022,0.0447,0.0057,0.0,0.0
23,Brest FIR,0.0,0.0082,0.0373,0.0193,0.0018,0.0
23,Brindisi FIR,0.0,0.0022,0.0197,0.0142,0.0008,0.0
23,Brussels FIR,0.0,0.0144,0.0417,0.0092,0.0,0.0
23,Bucarest FIR,0.0,0.0053,0.0336,0.0164,0.0005,0.0
23,Budapest FIR,0.0,0.0146,0.051,0.0198,0.0,0.0
23,Canarias FIR,0.0,0.0,0.0012,0.006,0.0054,0.0045
23,Chisinau FIR,0.0,0.0081,0.0638,0.0171,0.0,0.0
23,Copenhagen FIR,0.0015,0.0114,0.0171,0.0042,0.0,0.0
23,Helsinki FIR,0.0103,0.0182,0.0153,0.0,0.0,0.0
23,Langen FIR,0.0001,0.0122,0.0472,0.0084,0.0,0.0
23,Lisboa FIR,0.0,0.0041,0.0691,0.0635,0.0086,0.0
23,Ljubljana FIR,0.0,0.0145,0.035,0.0221,0.0027,0.0
23,London FIR,0.0042,0.0207,0.0252,0.0066,0.0001,0.0
23,Madrid FIR,0.0,0.0033,0.0453,0.0623,0.019,0.0
23,Malta FIR,0.0,0.0,0.0018,0.0045,0.0002,0.0
23,Marseille FIR,0.0,0.0018,0.0185,0.0305,0.0156,0.0
23,Milano FIR,0.0004,0.0081,0.0322,0.0227,0.0097,0.0
23,Munchen FIR,0.0002,0.0185,0.0603,0.0092,0.0,0.0
23,Paris FIR,0.0,0.0093,0.0393,0.008,0.0,0.0
23,Polaris FIR,0.0066,0.0044,0.0023,0.0,0.0,0.0
23,Praha FIR,0.0,0.0355,0.0693,0.0057,0.0,0.0
23,Reims FIR,0.0001,0.0146,0.0488,0.0123,0.0,0.0
23,Reykjavik FIR,0.0032,0.0097,0.009,0.0022,0.0,0.0
23,Riga FIR,0.0021,0.0214,0.018,0.0,0.0,0.0
23,Roma FIR,0.0,0.0002,0.0128,0.0125,0.0038,0.0
23,Santa Maria FIR,0.0,0.0036,0.021,0.0277,0.0214,0.0148
23,Sarajevo FIR,0.0,0.0042,0.0144,0.0202,0.0079,0.0
23,Scottish FIR,0.0047,0.0058,0.0044,0.0015,0.0,0.0
23,Shannon FIR,0.0011,0.025,0.0539,0.0403,0.0055,0.0
23,Skopje FIR,0.0,0.0003,0.0109,0.0101,0.0039,0.0
23,Sofia FIR,0.0,0.0009,0.0262,0.0189,0.0001,0.0
23,Sweden FIR,0.0075,0.0114,0.0112,0.0001,0.0,0.0
23,Switzerland FIR,0.0,0.0071,0.047,0.0326,0.0027,0.0
23,Tallinn FIR,0.0069,0.0095,0.0037,0.0,0.0,0.0
23,Tirana FIR,0.0,0.0004,0.0193,0.0131,0.0018,0.0
23,Vilnius FIR,0.0036,0.0182,0.0185,0.0001,0.0,0.0
23,Warszawa FIR,0.0014,0.0353,0.0402,0.0024,0.0,0.0
23,Wien FIR,0.0,0.0277,0.0688,0.0257,0.0003,0.0
23,Zagreb FIR,0.0002,0.0048,0.0262,0.0218,0.008,0.0
24,Global,0.0095,0.0205,0.0257,0.0204,0.027,0.0306
24,Europe,0.0026,0.0056,0.0198,0.0128,0.0017,0.0
24,European Airspace,0.002,0.0058,0.0182,0.0133,0.0053,0.0012
24,Africa Middle East,0.0,0.001,0.0025,0.0103,0.0228,0.0202
24,East Asia,0.0,0.0012,0.0076,0.0129,0.0405,0.0675
24,Southeast Asia,0.0,0.0,0.0,0.018,0.0926,0.1514
24,India,0.0,0.0,0.0,0.007,0.0583,0.0983
24,China,0.0001,0.0025,0.013,0.0103,0.0223,0.0491
24,Latin America,0.0094,0.016,0.0198,0.0173,0.0326,0.0461
24,USA,0.0001,0.0004,0.0032,0.0132,0.0138,0.0118
24,North Atlantic,0.0007,0.007,0.0284,0.0451,0.0412,0.0176
24,North Pacific,0.0054,0.0198,0.0354,0.0323,0.0316,0.0181
24,Amsterdam FIR,0.0038,0.0053,0.0243,0.003,0.0,0.0
24,Athinai FIR,0.0,0.0,0.0056,0.0048,0.0,0.0
24,Barcelona FIR,0.0,0.0008,0.0051,0.0042,0.0012,0.0
24,Beograd FIR,0.0,0.0009,0.0112,0.0029,0.0011,0.0
24,Bordeaux FIR,0.0,0.0011,0.0409,0.0364,0.0056,0.0
24,Bratislava  FIR,0.0001,0.0085,0.0318,0.0044,0.0,0.0
24,Bremen FIR,0.0028,0.0108,0.0233,0.0027,0.0,0.0
24,Brest FIR,0.0001,0.0039,0.0411,0.0336,0.0009,0.0
24,Brindisi FIR,0.0,0.0002,0.0102,0.006,0.0,0.0
24,Brussels FIR,0.0015,0.0072,0.0343,0.007,0.0,0.0
24,Bucarest FIR,0.0,0.0007,0.0153,0.0048,0.0,0.0
24,Budapest FIR,0.0,0.0016,0.0205,0.0022,0.0,0.0
24,Canarias FIR,0.0,0.0,0.0025,0.0044,0.0018,0.0001
24,Chisinau FIR,0.0,0.0019,0.0267,0.0137,0.0,0.0
24,Copenhagen FIR,0.0046,0.0109,0.008,0.0,0.0,0.0
24,Helsinki FIR,0.0035,0.0081,0.0084,0.0,0.0,0.0
24,Langen FIR,0.0005,0.0058,0.0431,0.0088,0.0,0.0
24,Lisboa FIR,0.0,0.002,0.013,0.0119,0.0015,0.0001
24,Ljubljana FIR,0.0,0.0066,0.0221,0.0098,0.0002,0.0
24,London FIR,0.0078,0.0075,0.0196,0.0078,0.0007,0.0
24,Madrid FIR,0.0,0.0024,0.0251,0.0311,0.0095,0.0004
24,Malta FIR,0.0,0.0,0.013,0.0059,0.0,0.0
24,Marseille FIR,0.0,0.0017,0.0165,0.0113,0.0018,0.0
24,Milano FIR,0.0,0.0083,0.0304,0.0065,0.001,0.0
24,Munchen FIR,0.0015,0.0067,0.017,0.006,0.0,0.0
24,Paris FIR,0.0001,0.0054,0.0363,0.0233,0.0,0.0
24,Polaris FIR,0.0208,0.0141,0.0004,0.0,0.0,0.0
24,Praha FIR,0.001,0.0061,0.0253,0.0136,0.0,0.0
24,Reims FIR,0.0,0.0028,0.0536,0.0255,0.0,0.0
24,Reykjavik FIR,0.0056,0.0265,0.0362,0.0065,0.0,0.0
24,Riga FIR,0.0017,0.0177,0.028,0.002,0.0,0.0
24,Roma FIR,0.0,0.0003,0.0147,0.0098,0.0007,0.0
24,Santa Maria FIR,0.0,0.001,0.0109,0.0313,0.04,0.0211
24,Sarajevo FIR,0.0,0.0012,0.0045,0.0015,0.0018,0.0
24,Scottish FIR,0.0181,0.0217,0.0085,0.0011,0.0,0.0
24,Shannon FIR,0.0003,0.0071,0.0346,0.0227,0.0019,0.0
24,Skopje FIR,0.0,0.0004,0.021,0.0086,0.0018,0.0
24,Sofia FIR,0.0,0.0002,0.0129,0.0052,0.0,0.0
24,Sweden FIR,0.0121,0.0119,0.002,0.0,0.0,0.0
24,Switzerland FIR,0.0002,0.0047,0.0395,0.0192,0.0,0.0
24,Tallinn FIR,0.0033,0.0166,0.0214,0.0008,0.0,0.0
24,Tirana FIR,0.0,0.0,0.0226,0.0085,0.0001,0.0
24,Vilnius FIR,0.0008,0.0222,0.0368,0.0017,0.0,0.0
24,Warszawa FIR,0.0001,0.0097,0.042,0.0101,0.0,0.0
24,Wien FIR,0.0002,0.0085,0.0294,0.0074,0.0,0.0
24,Zagreb FIR,0.0,0.0024,0.0105,0.0022,0.0004,0.0
25,Global,0.0091,0.0177,0.0224,0.019,0.0255,0.0295
25,Europe,0.0002,0.0034,0.022,0.0164,0.0023,0.0001
25,European Airspace,0.0004,0.0027,0.0146,0.0112,0.0037,0.0003
25,Africa Middle East,0.0,0.0006,0.0019,0.0078,0.0164,0.0158
25,East Asia,0.0,0.0004,0.0045,0.0145,0.043,0.0796
25,Southeast Asia,0.0,0.0,0.0,0.0203,0.1131,0.1863
25,India,0.0,0.0,0.0,0.0055,0.0658,0.1224
25,China,0.0,0.0006,0.0099,0.0165,0.0266,0.0622
25,Latin America,0.0089,0.0111,0.0145,0.0155,0.0283,0.0397
25,USA,0.0009,0.0005,0.0021,0.0111,0.0151,0.0121
25,North Atlantic,0.002,0.0028,0.0205,0.0371,0.0258,0.0081
25,North Pacific,0.0035,0.0246,0.0414,0.0414,0.0381,0.0184
25,Amsterdam FIR,0.0,0.0044,0.0051,0.0026,0.0,0.0
25,Athinai FIR,0.0,0.0,0.0002,0.0001,0.0,0.0
25,Barcelona FIR,0.0,0.0,0.0101,0.0108,0.0015,0.0
25,Beograd FIR,0.0,0.0,0.0123,0.0104,0.0003,0.0
25,Bordeaux FIR,0.0,0.0044,0.047,0.04,0.0042,0.0
25,Bratislava  FIR,0.0,0.0045,0.0208,0.0418,0.0049,0.0
25,Bremen FIR,0.0,0.0055,0.0218,0.0113,0.0004,0.0
25,Brest FIR,0.0,0.0101,0.0361,0.0289,0.0014,0.0
25,Brindisi FIR,0.0,0.0,0.0025,0.0033,0.0,0.0
25,Brussels FIR,0.0,0.0091,0.0267,0.0017,0.0,0.0
25,Bucarest FIR,0.0,0.0001,0.0102,0.0106,0.0005,0.0
25,Budapest FIR,0.0,0.0023,0.0257,0.0306,0.0011,0.0
25,Canarias FIR,0.0,0.0,0.0,0.0001,0.0,0.0
25,Chisinau FIR,0.0,0.0,0.001,0.005,0.0,0.0
25,Copenhagen FIR,0.0,0.0033,0.0132,0.0004,0.0,0.0
25,Helsinki FIR,0.0,0.0109,0.0298,0.0017,0.0,0.0
25,Langen FIR,0.0,0.0097,0.0364,0.0102,0.0001,0.0
25,Lisboa FIR,0.0,0.0012,0.0083,0.0086,0.0028,0.0
25,Ljubljana FIR,0.0,0.0002,0.02,0.0341,0.0012,0.0
25,London FIR,0.0,0.0023,0.0152,0.0118,0.0004,0.0
25,Madrid FIR,0.0,0.002,0.0171,0.0256,0.0143,0.0015
25,Malta FIR,0.0,0.0,0.0,0.0,0.0,0.0
25,Marseille FIR,0.0,0.0004,0.0194,0.0277,0.0029,0.0
25,Milano FIR,0.0,0.0001,0.0198,0.0431,0.0025,0.0
25,Munchen FIR,0.0,0.0053,0.0354,0.0341,0.0017,0.0
25,Paris FIR,0.0,0.0118,0.0412,0.0064,0.0,0.0
25,Polaris FIR,0.0018,0.0091,0.0161,0.0009,0.0,0.0
25,Praha FIR,0.0,0.0075,0.0383,0.0435,0.0042,0.0
25,Reims FIR,0.0,0.0035,0.0607,0.0165,0.0001,0.0
25,Reykjavik FIR,0.0045,0.0088,0.0089,0.0006,0.0,0.0
25,Riga FIR,0.0,0.0069,0.0152,0.0003,0.0,0.0
25,Roma FIR,0.0,0.0,0.0026,0.0022,0.0,0.0
25,Santa Maria FIR,0.0,0.0001,0.0098,0.0272,0.0176,0.0015
25,Sarajevo FIR,0.0,0.0005,0.018,0.0141,0.0001,0.0
25,Scottish FIR,0.0013,0.0076,0.0342,0.0101,0.0,0.0
25,Shannon FIR,0.001,0.0044,0.0626,0.0379,0.0004,0.0
25,Skopje FIR,0.0,0.0,0.002,0.0028,0.0,0.0
25,Sofia FIR,0.0,0.0,0.0072,0.0057,0.0,0.0
25,Sweden FIR,0.0004,0.0058,0.0175,0.0008,0.0,0.0
25,Switzerland FIR,0.0,0.0015,0.0455,0.0428,0.002,0.0
25,Tallinn FIR,0.0,0.0068,0.0194,0.0002,0.0,0.0
25,Tirana FIR,0.0,0.0,0.0,0.0,0.0,0.0
25,Vilnius FIR,0.0,0.0116,0.0179,0.0005,0.0,0.0
25,Warszawa FIR,0.0,0.0073,0.0563,0.0291,0.0017,0.0
25,Wien FIR,0.0,0.0025,0.0308,0.0497,0.0037,0.0
25,Zagreb FIR,0.0,0.0001,0.0141,0.0193,0.0004,0.0
26,Global,0.0104,0.0176,0.0204,0.0173,0.0239,0.0296
26,Europe,0.0,0.0007,0.016,0.0096,0.0009,0.0
26,European Airspace,0.0001,0.0008,0.0103,0.0096,0.0039,0.0008
26,Africa Middle East,0.0,0.0004,0.0017,0.0086,0.0265,0.0421
26,East Asia,0.0,0.0003,0.0042,0.0119,0.0376,0.0624
26,Southeast Asia,0.0,0.0,0.0,0.0121,0.0777,0.1323
26,India,0.0,0.0,0.0,0.0021,0.0487,0.1427
26,China,0.0,0.0006,0.0082,0.0148,0.0254,0.0663
26,Latin America,0.0078,0.0113,0.0097,0.0123,0.0205,0.0248
26,USA,0.0,0.0002,0.002,0.0086,0.011,0.0077
26,North Atlantic,0.0014,0.0018,0.0154,0.0335,0.024,0.0084
26,North Pacific,0.0006,0.0118,0.0292,0.0329,0.0318,0.0183
26,Amsterdam FIR,0.0,0.0026,0.0094,0.0013,0.0,0.0
26,Athinai FIR,0.0,0.0,0.0001,0.0,0.0,0.0
26,Barcelona FIR,0.0,0.0,0.0061,0.0125,0.0085,0.0
26,Beograd FIR,0.0,0.0,0.0168,0.0073,0.0,0.0
26,Bordeaux FIR,0.0,0.001,0.0253,0.0277,0.0015,0.0
